※ 매년 말일자 통계 현황,,,,,,,
,,2011년,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4413133000,충청남도 천안시 동남구 북면,"5,030","2,318",          2.17,"2,623","2,407",          1.09
4413134000,충청남도 천안시 동남구 성남면,"3,890","1,752",          2.22,"2,012","1,878",          1.07
4413135000,충청남도 천안시 동남구 수신면,"2,576","1,225",          2.10,"1,361","1,215",          1.12
4413136000,충청남도 천안시 동남구 병천면,"6,643","3,083",          2.15,"3,432","3,211",          1.07
4413137000,충청남도 천안시 동남구 동면,"2,495","1,126",          2.22,"1,279","1,216",          1.05
4413151000,충청남도 천안시 동남구 중앙동,"6,245","3,256",          1.92,"3,265","2,980",          1.10
4413152000,충청남도 천안시 동남구 문성동,"5,264","2,781",          1.89,"2,826","2,438",          1.16
4413153000,충청남도 천안시 동남구 원성1동,"10,548","4,594",          2.30,"5,546","5,002",          1.11
4413154000,충청남도 천안시 동남구 원성2동,"12,981","5,555",          2.34,"6,602","6,379",          1.03
4413155000,충청남도 천안시 동남구 봉명동,"21,310","9,644",          2.21,"10,792","10,518",          1.03
4413156000,충청남도 천안시 동남구 일봉동,"23,329","8,390",          2.78,"11,665","11,664",          1.00
4413157000,충청남도 천안시 동남구 신방동,"40,054","14,157",          2.83,"19,891","20,163",          0.99
4413158000,충청남도 천안시 동남구 청룡동,"43,451","15,039",          2.89,"21,606","21,845",          0.99
4413159000,충청남도 천안시 동남구 신안동,"33,317","14,628",          2.28,"16,719","16,598",          1.01
4413300000,충청남도 천안시 서북구 ,"318,435","125,691",          2.53,"161,702","156,733",          1.03
4413325000,충청남도 천안시 서북구 성환읍,"29,772","12,042",          2.47,"15,363","14,409",          1.07
4413325300,충청남도 천안시 서북구 성거읍,"21,261","8,368",          2.54,"11,099","10,162",          1.09
4413325600,충청남도 천안시 서북구 직산읍,"22,724","9,416",          2.41,"12,191","10,533",          1.16
4413331000,충청남도 천안시 서북구 입장면,"11,022","4,698",          2.35,"5,784","5,238",          1.10
4413351000,충청남도 천안시 서북구 성정1동,"19,111","8,926",          2.14,"9,644","9,467",          1.02
4413352000,충청남도 천안시 서북구 성정2동,"23,242","12,063",          1.93,"11,774","11,468",          1.03
4413353000,충청남도 천안시 서북구 쌍용1동,"16,105","5,815",          2.77,"7,882","8,223",          0.96
4413354000,충청남도 천안시 서북구 쌍용2동,"42,889","14,439",          2.97,"21,261","21,628",          0.98
4413355000,충청남도 천안시 서북구 쌍용3동,"22,529","8,271",          2.72,"10,975","11,554",          0.95
4413356000,충청남도 천안시 서북구 백석동,"50,717","16,398",          3.09,"25,402","25,315",          1.00
4415000000,충청남도 공주시 ,"124,748","51,317",          2.43,"62,989","61,759",          1.02
4415025000,충청남도 공주시 유구읍,"9,014","3,904",          2.31,"4,647","4,367",          1.06
4415031000,충청남도 공주시 이인면,"4,020","1,719",          2.34,"2,058","1,962",          1.05
4415032000,충청남도 공주시 탄천면,"3,573","1,671",          2.14,"1,836","1,737",          1.06
4415033000,충청남도 공주시 계룡면,"6,577","3,178",          2.07,"3,429","3,148",          1.09
4415034000,충청남도 공주시 반포면,"5,835","2,569",          2.27,"3,056","2,779",          1.10
4415035000,충청남도 공주시 장기면,"5,116","2,270",          2.25,"2,702","2,414",          1.12
4415036000,충청남도 공주시 의당면,"6,725","2,831",          2.38,"3,445","3,280",          1.05
4415037000,충청남도 공주시 정안면,"5,497","2,389",          2.30,"2,839","2,658",          1.07
4415038000,충청남도 공주시 우성면,"6,298","2,721",          2.31,"3,218","3,080",          1.04
4415039000,충청남도 공주시 사곡면,"3,456","1,550",          2.23,"1,739","1,717",          1.01
4415040000,충청남도 공주시 신풍면,"3,634","1,575",          2.31,"1,707","1,927",          0.89
4415051000,충청남도 공주시 중학동,"6,675","2,940",          2.27,"3,355","3,320",          1.01
4415054000,충청남도 공주시 웅진동,"9,769","3,971",          2.46,"4,838","4,931",          0.98
4415055000,충청남도 공주시 금학동,"6,203","2,360",          2.63,"3,160","3,043",          1.04
4415056000,충청남도 공주시 옥룡동,"11,052","4,640",          2.38,"5,505","5,547",          0.99
4415057000,충청남도 공주시 신관동,"31,304","11,029",          2.84,"15,455","15,849",          0.98
4418000000,충청남도 보령시 ,"106,421","45,275",          2.35,"53,685","52,736",          1.02
4418025000,충청남도 보령시 웅천읍,"7,371","3,472",          2.12,"3,745","3,626",          1.03
4418031000,충청남도 보령시 주포면,"1,741",840,          2.07,943,798,          1.18
4418032000,충청남도 보령시 오천면,"2,489","1,157",          2.15,"1,284","1,205",          1.07
4418032500,충청남도 보령시 오천면어항출장소,"1,913",856,          2.23,"1,022",891,          1.15
4418032700,충청남도 보령시 오천면원산도출장소,"1,232",634,          1.94,644,588,          1.10
4418033000,충청남도 보령시 천북면,"4,162","1,857",          2.24,"2,140","2,022",          1.06
4418034000,충청남도 보령시 청소면,"3,179","1,491",          2.13,"1,547","1,632",          0.95
4418035000,충청남도 보령시 청라면,"4,457","2,050",          2.17,"2,270","2,187",          1.04
4418036000,충청남도 보령시 남포면,"5,720","2,596",          2.20,"2,863","2,857",          1.00
4418038000,충청남도 보령시 주산면,"2,980","1,462",          2.04,"1,460","1,520",          0.96
4418039000,충청남도 보령시 미산면,"2,091","1,016",          2.06,"1,047","1,044",          1.00
4418040000,충청남도 보령시 성주면,"2,859","1,311",          2.18,"1,451","1,408",          1.03
4418041000,충청남도 보령시 주교면,"5,734","2,399",          2.39,"3,004","2,730",          1.10
4418051500,충청남도 보령시 대천1동,"16,912","6,406",          2.64,"8,450","8,462",          1.00
4418052500,충청남도 보령시 대천2동,"7,502","3,024",          2.48,"3,773","3,729",          1.01
4418053500,충청남도 보령시 대천3동,"13,566","5,439",          2.49,"6,817","6,749",          1.01
4418054500,충청남도 보령시 대천4동,"15,084","5,776",          2.61,"7,379","7,705",          0.96
4418056500,충청남도 보령시 대천5동,"7,429","3,489",          2.13,"3,846","3,583",          1.07
4420000000,충청남도 아산시 ,"274,523","112,456",          2.44,"139,635","134,888",          1.04
4420025000,충청남도 아산시 염치읍,"7,679","3,353",          2.29,"4,046","3,633",          1.11
4420025300,충청남도 아산시 배방읍,"59,738","23,508",          2.54,"30,113","29,625",          1.02
4420031000,충청남도 아산시 송악면,"3,745","1,666",          2.25,"1,943","1,802",          1.08
4420033000,충청남도 아산시 탕정면,"18,108","9,614",          1.88,"8,734","9,374",          0.93
4420035000,충청남도 아산시 음봉면,"15,866","7,075",          2.24,"8,632","7,234",          1.19
4420036000,충청남도 아산시 둔포면,"10,265","4,381",          2.34,"5,452","4,813",          1.13
4420037000,충청남도 아산시 영인면,"6,630","2,778",          2.39,"3,495","3,135",          1.11
4420038000,충청남도 아산시 인주면,"7,921","3,773",          2.10,"4,313","3,608",          1.20
4420039000,충청남도 아산시 선장면,"3,975","1,807",          2.20,"2,014","1,961",          1.03
4420040000,충청남도 아산시 도고면,"5,151","2,250",          2.29,"2,649","2,502",          1.06
4420041000,충청남도 아산시 신창면,"21,290","8,627",          2.47,"11,128","10,162",          1.10
4420057000,충청남도 아산시 온양1동,"6,877","3,183",          2.16,"3,492","3,385",          1.03
4420058000,충청남도 아산시 온양2동,"9,071","3,772",          2.40,"4,540","4,531",          1.00
4420059000,충청남도 아산시 온양3동,"31,904","11,603",          2.75,"15,793","16,111",          0.98
4420060000,충청남도 아산시 온양4동,"20,990","8,107",          2.59,"10,774","10,216",          1.05
4420061000,충청남도 아산시 온양5동,"19,730","7,041",          2.80,"9,915","9,815",          1.01
4420062000,충청남도 아산시 온양6동,"25,583","9,918",          2.58,"12,602","12,981",          0.97
4421000000,충청남도 서산시 ,"161,489","64,361",          2.51,"82,448","79,041",          1.04
4421025000,충청남도 서산시 대산읍,"16,268","6,528",          2.49,"8,634","7,634",          1.13
4421031000,충청남도 서산시 인지면,"7,850","3,127",          2.51,"4,012","3,838",          1.05
4421032000,충청남도 서산시 부석면,"6,097","2,670",          2.28,"3,088","3,009",          1.03
4421033000,충청남도 서산시 팔봉면,"3,493","1,611",          2.17,"1,766","1,727",          1.02
4421034000,충청남도 서산시 지곡면,"8,611","3,493",          2.47,"4,466","4,145",          1.08
4421036000,충청남도 서산시 성연면,"2,704","1,181",          2.29,"1,402","1,302",          1.08
4421037000,충청남도 서산시 음암면,"10,876","4,285",          2.54,"5,627","5,249",          1.07
4421038000,충청남도 서산시 운산면,"5,792","2,636",          2.20,"2,952","2,840",          1.04
4421039000,충청남도 서산시 해미면,"8,338","3,778",          2.21,"4,293","4,045",          1.06
4421040000,충청남도 서산시 고북면,"8,126","3,235",          2.51,"4,161","3,965",          1.05
4421051000,충청남도 서산시 부춘동,"19,683","7,786",          2.53,"10,008","9,675",          1.03
4421052500,충청남도 서산시 동문1동,"16,925","6,396",          2.65,"8,692","8,233",          1.06
4421053500,충청남도 서산시 동문2동,"10,616","4,440",          2.39,"5,290","5,326",          0.99
4421054000,충청남도 서산시 수석동,"15,293","5,862",          2.61,"7,560","7,733",          0.98
4421055000,충청남도 서산시 석남동,"20,817","7,333",          2.84,"10,497","10,320",          1.02
4423000000,충청남도 논산시 ,"127,533","54,709",          2.33,"63,800","63,733",          1.00
4423025000,충청남도 논산시 강경읍,"11,103","4,941",          2.25,"5,397","5,706",          0.95
4423025300,충청남도 논산시 연무읍,"16,431","7,139",          2.30,"8,334","8,097",          1.03
4423031000,충청남도 논산시 성동면,"5,244","2,318",          2.26,"2,672","2,572",          1.04
4423032000,충청남도 논산시 광석면,"5,298","2,314",          2.29,"2,720","2,578",          1.06
4423033000,충청남도 논산시 노성면,"3,887","1,705",          2.28,"1,979","1,908",          1.04
4423034000,충청남도 논산시 상월면,"4,149","1,831",          2.27,"2,090","2,059",          1.02
4423035000,충청남도 논산시 부적면,"4,311","1,957",          2.20,"2,167","2,144",          1.01
4423036000,충청남도 논산시 연산면,"6,996","3,154",          2.22,"3,615","3,381",          1.07
4423038000,충청남도 논산시 벌곡면,"2,841","1,431",          1.99,"1,456","1,385",          1.05
4423039000,충청남도 논산시 양촌면,"6,337","2,737",          2.32,"3,182","3,155",          1.01
4423040000,충청남도 논산시 가야곡면,"4,254","1,978",          2.15,"2,147","2,107",          1.02
4423041000,충청남도 논산시 은진면,"5,691","3,142",          1.81,"2,781","2,910",          0.96
4423042000,충청남도 논산시 채운면,"2,968","1,292",          2.30,"1,480","1,488",          0.99
4423051000,충청남도 논산시 취암동,"29,439","11,656",          2.53,"14,649","14,790",          0.99
4423052000,충청남도 논산시 부창동,"18,584","7,114",          2.61,"9,131","9,453",          0.97
4425000000,충청남도 계룡시 ,"42,942","14,381",          2.99,"21,321","21,621",          0.99
4425031000,충청남도 계룡시 두마면,"7,708","2,671",          2.89,"3,750","3,958",          0.95
4425031500,충청남도 계룡시 엄사면,"18,360","6,530",          2.81,"9,003","9,357",          0.96
4425033000,충청남도 계룡시 신도안면,"8,198","2,321",          3.53,"4,215","3,983",          1.06
4425051000,충청남도 계룡시 금암동,"8,676","2,859",          3.03,"4,353","4,323",          1.01
4471000000,충청남도 금산군 ,"56,030","24,435",          2.29,"28,393","27,637",          1.03
4471025000,충청남도 금산군 금산읍,"23,915","9,242",          2.59,"12,009","11,906",          1.01
4471031000,충청남도 금산군 금성면,"4,038","1,914",          2.11,"2,067","1,971",          1.05
4471032000,충청남도 금산군 제원면,"3,220","1,544",          2.09,"1,670","1,550",          1.08
4471033000,충청남도 금산군 부리면,"2,990","1,467",          2.04,"1,463","1,527",          0.96
4471034000,충청남도 금산군 군북면,"2,614","1,213",          2.15,"1,342","1,272",          1.06
4471035000,충청남도 금산군 남일면,"2,916","1,326",          2.20,"1,443","1,473",          0.98
4471036000,충청남도 금산군 남이면,"2,297","1,085",          2.12,"1,167","1,130",          1.03
4471037000,충청남도 금산군 진산면,"3,480","1,730",          2.01,"1,729","1,751",          0.99
4471038000,충청남도 금산군 복수면,"3,706","1,814",          2.04,"1,961","1,745",          1.12
4471039000,충청남도 금산군 추부면,"6,854","3,100",          2.21,"3,542","3,312",          1.07
4473000000,충청남도 연기군 ,"82,890","34,944",          2.37,"42,207","40,683",          1.04
4473025000,충청남도 연기군 조치원읍,"43,497","17,104",          2.54,"21,920","21,577",          1.02
4473031000,충청남도 연기군 동면,"3,950","1,938",          2.04,"2,015","1,935",          1.04
4473032000,충청남도 연기군 서면,"3,721","1,647",          2.26,"1,920","1,801",          1.07
4473032500,충청남도 연기군 서면봉암출장소,"4,130","1,669",          2.47,"2,140","1,990",          1.08
4473033000,충청남도 연기군 남면,"3,339","1,473",          2.27,"1,711","1,628",          1.05
4473033500,충청남도 연기군 남면첫마을출장소,576,195,          2.95,300,276,          1.09
4473034000,충청남도 연기군 금남면,"9,631","4,342",          2.22,"4,889","4,742",          1.03
4473035000,충청남도 연기군 전의면,"6,964","3,164",          2.20,"3,583","3,381",          1.06
4473036000,충청남도 연기군 전동면,"4,118","2,149",          1.92,"2,223","1,895",          1.17
4473037000,충청남도 연기군 소정면,"2,964","1,263",          2.35,"1,506","1,458",          1.03
4476000000,충청남도 부여군 ,"74,004","32,035",          2.31,"36,945","37,059",          1.00
4476025000,충청남도 부여군 부여읍,"24,267","9,717",          2.50,"12,123","12,144",          1.00
4476031000,충청남도 부여군 규암면,"10,668","4,296",          2.48,"5,375","5,293",          1.02
4476032000,충청남도 부여군 은산면,"4,434","1,922",          2.31,"2,206","2,228",          0.99
4476033000,충청남도 부여군 외산면,"2,805","1,311",          2.14,"1,389","1,416",          0.98
4476034000,충청남도 부여군 내산면,"1,860",846,          2.20,920,940,          0.98
4476035000,충청남도 부여군 구룡면,"2,717","1,248",          2.18,"1,323","1,394",          0.95
4476036000,충청남도 부여군 홍산면,"3,464","1,536",          2.26,"1,708","1,756",          0.97
4476037000,충청남도 부여군 옥산면,"1,564",766,          2.04,752,812,          0.93
4476038000,충청남도 부여군 남면,"2,183","1,048",          2.08,"1,041","1,142",          0.91
4476039000,충청남도 부여군 충화면,"1,336",656,          2.04,673,663,          1.02
4476040000,충청남도 부여군 양화면,"2,028","1,046",          1.94,989,"1,039",          0.95
4476041000,충청남도 부여군 임천면,"3,342","1,661",          2.01,"1,633","1,709",          0.96
4476042000,충청남도 부여군 장암면,"3,230","1,463",          2.21,"1,629","1,601",          1.02
4476043000,충청남도 부여군 세도면,"3,930","1,810",          2.17,"2,002","1,928",          1.04
4476044000,충청남도 부여군 석성면,"3,537","1,519",          2.33,"1,844","1,693",          1.09
4476045000,충청남도 부여군 초촌면,"2,639","1,190",          2.22,"1,338","1,301",          1.03
4477000000,충청남도 서천군 ,"59,541","26,638",          2.24,"29,285","30,256",          0.97
4477025000,충청남도 서천군 장항읍,"13,362","5,843",          2.29,"6,660","6,702",          0.99
4477025300,충청남도 서천군 서천읍,"14,629","5,784",          2.53,"7,218","7,411",          0.97
4477031000,충청남도 서천군 마서면,"6,042","2,747",          2.20,"2,948","3,094",          0.95
4477032000,충청남도 서천군 화양면,"2,737","1,333",          2.05,"1,309","1,428",          0.92
4477033000,충청남도 서천군 기산면,"1,970",974,          2.02,943,"1,027",          0.92
4477034000,충청남도 서천군 한산면,"3,057","1,517",          2.02,"1,493","1,564",          0.95
4477035000,충청남도 서천군 마산면,"1,675",798,          2.10,791,884,          0.89
4477036000,충청남도 서천군 시초면,"1,402",724,          1.94,683,719,          0.95
4477037000,충청남도 서천군 문산면,"1,455",739,          1.97,693,762,          0.91
4477038000,충청남도 서천군 판교면,"2,394","1,190",          2.01,"1,152","1,242",          0.93
4477039000,충청남도 서천군 종천면,"2,375","1,134",          2.09,"1,125","1,250",          0.90
4477040000,충청남도 서천군 비인면,"3,585","1,670",          2.15,"1,749","1,836",          0.95
4477041000,충청남도 서천군 서면,"4,858","2,185",          2.22,"2,521","2,337",          1.08
4479000000,충청남도 청양군 ,"32,291","14,253",          2.27,"16,222","16,069",          1.01
4479025000,충청남도 청양군 청양읍,"10,296","4,218",          2.44,"5,200","5,096",          1.02
4479031000,충청남도 청양군 운곡면,"2,227","1,013",          2.20,"1,081","1,146",          0.94
4479032000,충청남도 청양군 대치면,"2,288","1,045",          2.19,"1,174","1,114",          1.05
4479033000,충청남도 청양군 정산면,"3,721","1,632",          2.28,"1,895","1,826",          1.04
4479034000,충청남도 청양군 목면,"1,628",722,          2.25,826,802,          1.03
4479035000,충청남도 청양군 청남면,"2,062",981,          2.10,"1,008","1,054",          0.96
4479036000,충청남도 청양군 장평면,"2,558","1,137",          2.25,"1,289","1,269",          1.02
4479037000,충청남도 청양군 남양면,"2,855","1,355",          2.11,"1,410","1,445",          0.98
4479038000,충청남도 청양군 화성면,"2,366","1,088",          2.17,"1,188","1,178",          1.01
4479039000,충청남도 청양군 비봉면,"2,290","1,062",          2.16,"1,151","1,139",          1.01
4480000000,충청남도 홍성군 ,"88,108","36,967",          2.38,"43,842","44,266",          0.99
4480025000,충청남도 홍성군 홍성읍,"44,124","17,201",          2.57,"21,839","22,285",          0.98
4480025300,충청남도 홍성군 광천읍,"10,808","4,852",          2.23,"5,427","5,381",          1.01
4480031000,충청남도 홍성군 홍북면,"4,469","1,880",          2.38,"2,248","2,221",          1.01
4480032000,충청남도 홍성군 금마면,"3,824","1,782",          2.15,"1,923","1,901",          1.01
4480033000,충청남도 홍성군 홍동면,"3,796","1,614",          2.35,"1,934","1,862",          1.04
4480034000,충청남도 홍성군 장곡면,"3,464","1,648",          2.10,"1,696","1,768",          0.96
4480035000,충청남도 홍성군 은하면,"2,819","1,247",          2.26,"1,420","1,399",          1.02
4480036000,충청남도 홍성군 결성면,"2,526","1,184",          2.13,"1,269","1,257",          1.01
4480037000,충청남도 홍성군 서부면,"3,758","1,668",          2.25,"1,772","1,986",          0.89
4480038000,충청남도 홍성군 갈산면,"4,147","1,878",          2.21,"2,077","2,070",          1.00
4480039000,충청남도 홍성군 구항면,"4,373","2,013",          2.17,"2,237","2,136",          1.05
4481000000,충청남도 예산군 ,"86,421","36,548",          2.36,"43,335","43,086",          1.01
4481025000,충청남도 예산군 예산읍,"37,675","15,255",          2.47,"18,728","18,947",          0.99
4481025300,충청남도 예산군 삽교읍,"8,159","3,411",          2.39,"4,075","4,084",          1.00
4481031000,충청남도 예산군 대술면,"2,969","1,365",          2.18,"1,527","1,442",          1.06
4481032000,충청남도 예산군 신양면,"3,569","1,549",          2.30,"1,765","1,804",          0.98
4481033000,충청남도 예산군 광시면,"3,702","1,709",          2.17,"1,809","1,893",          0.96
4481034000,충청남도 예산군 대흥면,"2,029",927,          2.19,"1,031",998,          1.03
4481035000,충청남도 예산군 응봉면,"2,920","1,278",          2.28,"1,512","1,408",          1.07
4481036000,충청남도 예산군 덕산면,"7,400","3,260",          2.27,"3,649","3,751",          0.97
4481037000,충청남도 예산군 봉산면,"2,915","1,302",          2.24,"1,474","1,441",          1.02
4481038000,충청남도 예산군 고덕면,"5,420","2,292",          2.36,"2,746","2,674",          1.03
4481039000,충청남도 예산군 신암면,"4,217","1,897",          2.22,"2,164","2,053",          1.05
4481040000,충청남도 예산군 오가면,"5,446","2,303",          2.36,"2,855","2,591",          1.10
4482500000,충청남도 태안군 ,"62,747","28,140",          2.23,"31,560","31,187",          1.01
4482525000,충청남도 태안군 태안읍,"26,946","11,115",          2.42,"13,568","13,378",          1.01
4482525300,충청남도 태안군 안면읍,"9,603","4,589",          2.09,"4,785","4,818",          0.99
4482531000,충청남도 태안군 고남면,"2,664","1,273",          2.09,"1,295","1,369",          0.95
4482532000,충청남도 태안군 남면,"4,450","2,061",          2.16,"2,226","2,224",          1.00
4482533000,충청남도 태안군 근흥면,"5,861","2,888",          2.03,"3,044","2,817",          1.08
4482534000,충청남도 태안군 소원면,"5,799","2,748",          2.11,"2,867","2,932",          0.98
4482535000,충청남도 태안군 원북면,"5,012","2,279",          2.20,"2,542","2,470",          1.03
4482536000,충청남도 태안군 이원면,"2,412","1,187",          2.03,"1,233","1,179",          1.05
4483000000,충청남도 당진군 ,"150,219","64,333",          2.34,"77,703","72,516",          1.07
4483025000,충청남도 당진군 당진읍,"53,468","21,023",          2.54,"27,099","26,369",          1.03
4483025300,충청남도 당진군 합덕읍,"10,758","4,789",          2.25,"5,591","5,167",          1.08
4483025600,충청남도 당진군 송악읍,"23,647","11,280",          2.10,"13,003","10,644",          1.22
4483031000,충청남도 당진군 고대면,"6,045","2,688",          2.25,"3,051","2,994",          1.02
4483032000,충청남도 당진군 석문면,"7,960","3,737",          2.13,"4,095","3,865",          1.06
4483033000,충청남도 당진군 대호지면,"2,886","1,304",          2.21,"1,449","1,437",          1.01
4483034000,충청남도 당진군 정미면,"3,971","1,999",          1.99,"1,925","2,046",          0.94
4483035000,충청남도 당진군 면천면,"3,879","1,720",          2.26,"1,965","1,914",          1.03
4483036000,충청남도 당진군 순성면,"6,093","2,543",          2.40,"3,074","3,019",          1.02
4483037000,충청남도 당진군 우강면,"6,274","2,569",          2.44,"3,172","3,102",          1.02
4483038000,충청남도 당진군 신평면,"15,932","6,417",          2.48,"8,190","7,742",          1.06
4483040000,충청남도 당진군 송산면,"9,306","4,264",          2.18,"5,089","4,217",          1.21
4500000000,전라북도  ,"1,874,031","754,479",          2.48,"934,002","940,029",          0.99
4511000000,전라북도 전주시 ,"645,894","241,199",          2.68,"318,945","326,949",          0.98
4511100000,전라북도 전주시 완산구 ,"362,636","134,842",          2.69,"177,700","184,936",          0.96
4511151000,전라북도 전주시 완산구 중앙동,"11,022","5,152",          2.14,"5,556","5,466",          1.02
4511153000,전라북도 전주시 완산구 풍남동,"7,285","3,661",          1.99,"3,731","3,554",          1.05
4511160500,전라북도 전주시 완산구 노송동,"15,323","6,912",          2.22,"7,693","7,630",          1.01
4511163500,전라북도 전주시 완산구 완산동,"7,027","3,191",          2.20,"3,579","3,448",          1.04
4511165000,전라북도 전주시 완산구 동서학동,"8,691","3,439",          2.53,"4,450","4,241",          1.05
4511166000,전라북도 전주시 완산구 서서학동,"11,779","4,798",          2.45,"5,766","6,013",          0.96
