,행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
1906,4211061100,강원도춘천시후평3동,"20,829","9,081",2.29,"9,921","10,908",0.91
1907,4211062000,강원도춘천시효자1동,"4,413","1,963",2.25,"2,206","2,207",1.0
1908,4211063000,강원도춘천시효자2동,"12,008","7,632",1.57,"6,349","5,659",1.12
1909,4211064000,강원도춘천시효자3동,"4,362","2,662",1.64,"2,223","2,139",1.04
1910,4211065000,강원도춘천시석사동,"34,593","15,004",2.31,"16,986","17,607",0.96
1911,4211066000,강원도춘천시퇴계동,"48,812","19,869",2.46,"23,540","25,272",0.93
1912,4211067500,강원도춘천시강남동,"22,607","9,728",2.32,"11,047","11,560",0.96
1913,4211070500,강원도춘천시신사우동,"23,203","9,798",2.37,"11,686","11,517",1.01
1914,4213000000,강원도원주시,"357,757","164,895",2.17,"177,396","180,361",0.98
1915,4213025000,강원도원주시문막읍,"17,887","8,851",2.02,"9,149","8,738",1.05
1916,4213031000,강원도원주시소초면,"8,439","4,405",1.92,"4,471","3,968",1.13
1917,4213032000,강원도원주시호저면,"3,643","1,904",1.91,"1,920","1,723",1.11
1918,4213033000,강원도원주시지정면,"29,029","11,693",2.48,"14,255","14,774",0.96
1919,4213035000,강원도원주시부론면,"2,226","1,277",1.74,"1,134","1,092",1.04
1920,4213036000,강원도원주시귀래면,"2,163","1,208",1.79,"1,114","1,049",1.06
1921,4213037000,강원도원주시흥업면,"9,256","5,098",1.82,"4,873","4,383",1.11
1922,4213038000,강원도원주시판부면,"7,385","3,791",1.95,"3,888","3,497",1.11
1923,4213039000,강원도원주시신림면,"3,574","2,000",1.79,"1,827","1,747",1.05
1924,4213051500,강원도원주시중앙동,"2,577","1,668",1.54,"1,378","1,199",1.15
1925,4213052000,강원도원주시원인동,"4,562","2,446",1.87,"2,176","2,386",0.91
1926,4213053000,강원도원주시개운동,"12,740","5,777",2.21,"6,093","6,647",0.92
1927,4213054100,강원도원주시명륜1동,"8,398","3,745",2.24,"4,039","4,359",0.93
1928,4213054200,강원도원주시명륜2동,"15,519","7,595",2.04,"7,504","8,015",0.94
1929,4213055000,강원도원주시단구동,"44,736","19,820",2.26,"21,951","22,785",0.96
1930,4213056000,강원도원주시일산동,"8,576","4,520",1.9,"4,134","4,442",0.93
1931,4213057500,강원도원주시학성동,"4,693","2,475",1.9,"2,334","2,359",0.99
1932,4213059000,강원도원주시단계동,"28,820","13,184",2.19,"14,044","14,776",0.95
1933,4213060000,강원도원주시우산동,"13,573","6,532",2.08,"7,172","6,401",1.12
1934,4213061000,강원도원주시태장1동,"10,306","4,800",2.15,"5,156","5,150",1.0
1935,4213062000,강원도원주시태장2동,"24,745","11,335",2.18,"12,363","12,382",1.0
1936,4213063500,강원도원주시봉산동,"7,941","3,832",2.07,"3,927","4,014",0.98
1937,4213065000,강원도원주시행구동,"7,835","3,179",2.46,"3,887","3,948",0.98
1938,4213066000,강원도원주시무실동,"34,415","14,926",2.31,"16,870","17,545",0.96
1939,4213067500,강원도원주시반곡관설동,"44,719","18,834",2.37,"21,737","22,982",0.95
1940,4215000000,강원도강릉시,"212,965","102,879",2.07,"105,667","107,298",0.98
1941,4215025000,강원도강릉시주문진읍,"16,627","9,243",1.8,"8,122","8,505",0.95
1942,4215031000,강원도강릉시성산면,"3,449","1,722",2.0,"1,748","1,701",1.03
1943,4215032000,강원도강릉시왕산면,"1,574",911,1.73,843,731,1.15
1944,4215033000,강원도강릉시구정면,"4,225","2,035",2.08,"2,153","2,072",1.04
1945,4215034000,강원도강릉시강동면,"4,223","2,266",1.86,"2,246","1,977",1.14
1946,4215035000,강원도강릉시옥계면,"3,495","1,935",1.81,"1,798","1,697",1.06
1947,4215036000,강원도강릉시사천면,"4,652","2,417",1.92,"2,412","2,240",1.08
1948,4215037000,강원도강릉시연곡면,"6,355","3,282",1.94,"3,181","3,174",1.0
1949,4215051000,강원도강릉시홍제동,"15,169","7,089",2.14,"7,387","7,782",0.95
1950,4215052000,강원도강릉시중앙동,"4,792","2,814",1.7,"2,299","2,493",0.92
1951,4215054000,강원도강릉시옥천동,"3,366","2,023",1.66,"1,735","1,631",1.06
1952,4215055000,강원도강릉시교1동,"25,882","11,714",2.21,"12,620","13,262",0.95
1953,4215056000,강원도강릉시교2동,"7,746","3,860",2.01,"3,841","3,905",0.98
1954,4215057100,강원도강릉시포남1동,"10,448","5,411",1.93,"5,149","5,299",0.97
1955,4215057200,강원도강릉시포남2동,"12,792","6,557",1.95,"6,283","6,509",0.97
1956,4215058000,강원도강릉시초당동,"4,743","2,379",1.99,"2,323","2,420",0.96
1957,4215059000,강원도강릉시송정동,"10,075","4,174",2.41,"4,827","5,248",0.92
1958,4215060000,강원도강릉시내곡동,"16,364","7,666",2.13,"8,177","8,187",1.0
1959,4215061500,강원도강릉시강남동,"17,718","8,314",2.13,"8,897","8,821",1.01
1960,4215064500,강원도강릉시성덕동,"28,067","11,957",2.35,"13,900","14,167",0.98
1961,4215066500,강원도강릉시경포동,"11,203","5,110",2.19,"5,726","5,477",1.05
1962,4217000000,강원도동해시,"90,081","42,916",2.1,"45,795","44,286",1.03
1963,4217051000,강원도동해시천곡동,"30,710","13,830",2.22,"15,291","15,419",0.99
1964,4217052000,강원도동해시송정동,"3,754","2,179",1.72,"2,050","1,704",1.2
1965,4217053000,강원도동해시북삼동,"20,007","8,731",2.29,"10,386","9,621",1.08
1966,4217054000,강원도동해시부곡동,"4,951","2,586",1.91,"2,403","2,548",0.94
1967,4217055000,강원도동해시동호동,"5,118","2,612",1.96,"2,586","2,532",1.02
1968,4217057000,강원도동해시발한동,"3,344","1,988",1.68,"1,702","1,642",1.04
1969,4217059000,강원도동해시묵호동,"3,086","1,824",1.69,"1,538","1,548",0.99
1970,4217060000,강원도동해시북평동,"12,817","5,763",2.22,"6,607","6,210",1.06
1971,4217063000,강원도동해시망상동,"3,491","1,859",1.88,"1,764","1,727",1.02
1972,4217065000,강원도동해시삼화동,"2,803","1,544",1.82,"1,468","1,335",1.1
1973,4219000000,강원도태백시,"40,844","20,731",1.97,"20,656","20,188",1.02
1974,4219051500,강원도태백시황지동,"6,128","2,929",2.09,"3,031","3,097",0.98
1975,4219052500,강원도태백시황연동,"4,262","2,362",1.8,"2,161","2,101",1.03
1976,4219053500,강원도태백시삼수동,"5,725","2,916",1.96,"2,946","2,779",1.06
1977,4219054000,강원도태백시상장동,"13,106","6,004",2.18,"6,626","6,480",1.02
1978,4219058500,강원도태백시문곡소도동,"3,810","2,047",1.86,"1,914","1,896",1.01
1979,4219059500,강원도태백시장성동,"3,334","1,757",1.9,"1,647","1,687",0.98
1980,4219060500,강원도태백시구문소동,"2,497","1,482",1.68,"1,300","1,197",1.09
1981,4219061500,강원도태백시철암동,"1,982","1,234",1.61,"1,031",951,1.08
1982,4221000000,강원도속초시,"82,791","40,706",2.03,"41,080","41,711",0.98
1983,4221051000,강원도속초시영랑동,"4,427","2,481",1.78,"2,303","2,124",1.08
1984,4221052000,강원도속초시동명동,"3,592","1,900",1.89,"1,805","1,787",1.01
1985,4221054000,강원도속초시금호동,"6,024","3,199",1.88,"2,945","3,079",0.96
1986,4221056000,강원도속초시교동,"9,564","4,916",1.95,"4,687","4,877",0.96
1987,4221057000,강원도속초시노학동,"21,873","10,614",2.06,"10,928","10,945",1.0
1988,4221058000,강원도속초시조양동,"29,264","13,108",2.23,"14,306","14,958",0.96
1989,4221059000,강원도속초시청호동,"4,932","2,712",1.82,"2,497","2,435",1.03
1990,4221060000,강원도속초시대포동,"3,115","1,776",1.75,"1,609","1,506",1.07
1991,4223000000,강원도삼척시,"63,429","33,184",1.91,"32,043","31,386",1.02
1992,4223025000,강원도삼척시도계읍,"9,538","5,773",1.65,"4,719","4,819",0.98
1993,4223025300,강원도삼척시원덕읍,"3,217","2,066",1.56,"1,692","1,525",1.11
1994,4223025400,강원도삼척시원덕읍임원출장소,"1,687",999,1.69,840,847,0.99
1995,4223031000,강원도삼척시근덕면,"5,063","3,095",1.64,"2,612","2,451",1.07
1996,4223032000,강원도삼척시하장면,"1,296",729,1.78,701,595,1.18
1997,4223033000,강원도삼척시노곡면,714,437,1.63,389,325,1.2
1998,4223034000,강원도삼척시미로면,"1,807","1,049",1.72,944,863,1.09
1999,4223035000,강원도삼척시가곡면,669,413,1.62,342,327,1.05
2000,4223036000,강원도삼척시신기면,665,413,1.61,359,306,1.17
2001,4223051000,강원도삼척시남양동,"7,478","3,992",1.87,"3,680","3,798",0.97
2002,4223053000,강원도삼척시교동,"14,387","6,004",2.4,"7,306","7,081",1.03
2003,4223054000,강원도삼척시정라동,"8,924","4,435",2.01,"4,526","4,398",1.03
2004,4223057000,강원도삼척시성내동,"7,984","3,779",2.11,"3,933","4,051",0.97
2005,4272000000,강원도홍천군,"68,365","34,237",2.0,"35,184","33,181",1.06
2006,4272025000,강원도홍천군홍천읍,"34,186","15,633",2.19,"17,266","16,920",1.02
2007,4272031000,강원도홍천군화촌면,"4,528","2,568",1.76,"2,414","2,114",1.14
2008,4272032000,강원도홍천군두촌면,"2,434","1,340",1.82,"1,212","1,222",0.99
2009,4272033000,강원도홍천군내촌면,"2,384","1,353",1.76,"1,244","1,140",1.09
2010,4272034000,강원도홍천군서석면,"3,719","1,925",1.93,"1,906","1,813",1.05
2011,4272035200,강원도홍천군영귀미면,"4,075","2,130",1.91,"2,114","1,961",1.08
2012,4272036000,강원도홍천군남면,"6,197","3,288",1.88,"3,312","2,885",1.15
2013,4272037000,강원도홍천군서면,"3,776","2,250",1.68,"1,976","1,800",1.1
2014,4272038000,강원도홍천군북방면,"3,922","2,057",1.91,"2,067","1,855",1.11
2015,4272039000,강원도홍천군내면,"3,144","1,693",1.86,"1,673","1,471",1.14
2016,4273000000,강원도횡성군,"46,481","23,593",1.97,"23,859","22,622",1.05
2017,4273025000,강원도횡성군횡성읍,"20,967","9,556",2.19,"10,564","10,403",1.02
2018,4273031000,강원도횡성군우천면,"4,456","2,451",1.82,"2,340","2,116",1.11
2019,4273032000,강원도횡성군안흥면,"3,101","1,557",1.99,"1,588","1,513",1.05
2020,4273033000,강원도횡성군둔내면,"5,838","3,085",1.89,"3,037","2,801",1.08
2021,4273034000,강원도횡성군갑천면,"2,426","1,439",1.69,"1,259","1,167",1.08
2022,4273035000,강원도횡성군청일면,"2,379","1,387",1.72,"1,212","1,167",1.04
2023,4273036000,강원도횡성군공근면,"3,473","1,948",1.78,"1,816","1,657",1.1
2024,4273037000,강원도횡성군서원면,"2,092","1,147",1.82,"1,114",978,1.14
2025,4273038000,강원도횡성군강림면,"1,749","1,023",1.71,929,820,1.13
2026,4275000000,강원도영월군,"37,904","21,143",1.79,"19,626","18,278",1.07
2027,4275025000,강원도영월군영월읍,"20,799","10,798",1.93,"10,637","10,162",1.05
2028,4275025300,강원도영월군상동읍,"1,025",689,1.49,531,494,1.07
2029,4275031200,강원도영월군산솔면,"1,426",857,1.66,759,667,1.14
2030,4275032500,강원도영월군김삿갓면,"1,698","1,025",1.66,880,818,1.08
2031,4275033000,강원도영월군북면,"2,074","1,246",1.66,"1,097",977,1.12
2032,4275034000,강원도영월군남면,"2,225","1,353",1.64,"1,187","1,038",1.14
2033,4275035500,강원도영월군한반도면,"1,212",719,1.69,678,534,1.27
2034,4275035900,강원도영월군한반도면쌍용출장소,"1,658","1,028",1.61,897,761,1.18
2035,4275036000,강원도영월군주천면,"3,740","2,193",1.71,"1,914","1,826",1.05
2036,4275038000,강원도영월군무릉도원면,"2,047","1,235",1.66,"1,046","1,001",1.04
2037,4276000000,강원도평창군,"40,996","21,665",1.89,"21,091","19,905",1.06
2038,4276025000,강원도평창군평창읍,"8,444","4,203",2.01,"4,302","4,142",1.04
2039,4276031000,강원도평창군미탄면,"1,650",944,1.75,866,784,1.1
2040,4276032000,강원도평창군방림면,852,500,1.7,445,407,1.09
2041,4276032500,강원도평창군방림면계촌출장소,"1,684","1,000",1.68,877,807,1.09
2042,4276033000,강원도평창군대화면,"5,177","2,757",1.88,"2,641","2,536",1.04
2043,4276034000,강원도평창군봉평면,"5,712","3,016",1.89,"3,004","2,708",1.11
2044,4276035000,강원도평창군용평면,"3,050","1,628",1.87,"1,537","1,513",1.02
2045,4276036000,강원도평창군진부면,"8,546","4,197",2.04,"4,294","4,252",1.01
2046,4276038000,강원도평창군대관령면,"5,881","3,420",1.72,"3,125","2,756",1.13
2047,4277000000,강원도정선군,"35,675","19,713",1.81,"18,565","17,110",1.09
2048,4277025000,강원도정선군정선읍,"10,460","5,152",2.03,"5,366","5,094",1.05
2049,4277025300,강원도정선군고한읍,"4,363","2,751",1.59,"2,290","2,073",1.1
2050,4277025600,강원도정선군사북읍,"4,694","2,553",1.84,"2,444","2,250",1.09
2051,4277025900,강원도정선군신동읍,"1,822","1,006",1.81,948,874,1.08
2052,4277026000,강원도정선군신동읍함백출장소,"1,592",964,1.65,794,798,0.99
2053,4277032000,강원도정선군남면,"3,172","1,835",1.73,"1,686","1,486",1.13
2054,4277034000,강원도정선군북평면,"2,476","1,342",1.85,"1,252","1,224",1.02
2055,4277035000,강원도정선군임계면,"3,475","2,016",1.72,"1,845","1,630",1.13
2056,4277036000,강원도정선군화암면,"1,630",939,1.74,889,741,1.2
2057,4277037000,강원도정선군여량면,"1,991","1,155",1.72,"1,051",940,1.12
2058,4278000000,강원도철원군,"43,340","20,862",2.08,"22,453","20,887",1.07
2059,4278025000,강원도철원군철원읍,"5,262","2,437",2.16,"2,666","2,596",1.03
2060,4278025300,강원도철원군김화읍,"3,476","1,657",2.1,"1,858","1,618",1.15
2061,4278025600,강원도철원군갈말읍,"11,855","5,743",2.06,"6,326","5,529",1.14
2062,4278025900,강원도철원군동송읍,"14,941","7,088",2.11,"7,523","7,418",1.01
2063,4278031000,강원도철원군서면,"1,841","1,050",1.75,"1,019",822,1.24
2064,4278031500,강원도철원군서면와수출장소,"3,671","1,717",2.14,"1,858","1,813",1.02
2065,4278032000,강원도철원군근남면,"2,190","1,111",1.97,"1,155","1,035",1.12
2066,4278033000,강원도철원군근북면,104,59,1.76,48,56,0.86
2067,4279000000,강원도화천군,"24,195","12,556",1.93,"13,138","11,057",1.19
2068,4279025000,강원도화천군화천읍,"8,335","3,976",2.1,"4,354","3,981",1.09
2069,4279031000,강원도화천군간동면,"2,688","1,534",1.75,"1,440","1,248",1.15
2070,4279032000,강원도화천군하남면,"2,803","1,375",2.04,"1,467","1,336",1.1
2071,4279033000,강원도화천군상서면,"4,077","2,477",1.65,"2,473","1,604",1.54
2072,4279034000,강원도화천군사내면,"6,292","3,194",1.97,"3,404","2,888",1.18
2073,4280000000,강원도양구군,"21,748","10,660",2.04,"11,464","10,284",1.11
2074,4280025000,강원도양구군양구읍,"13,802","6,172",2.24,"7,012","6,790",1.03
2075,4280031500,강원도양구군국토정중앙면,"3,359","1,877",1.79,"1,894","1,465",1.29
2076,4280032000,강원도양구군동면,"2,039","1,153",1.77,"1,132",907,1.25
2077,4280033000,강원도양구군방산면,"1,290",791,1.63,746,544,1.37
2078,4280034000,강원도양구군해안면,"1,258",667,1.89,680,578,1.18
2079,4281000000,강원도인제군,"32,165","16,380",1.96,"17,461","14,704",1.19
2080,4281025000,강원도인제군인제읍,"10,303","4,730",2.18,"5,414","4,889",1.11
2081,4281025100,강원도인제군인제읍귀둔출장소,525,269,1.95,279,246,1.13
2082,4281031000,강원도인제군남면,"3,761","2,027",1.86,"2,026","1,735",1.17
2083,4281032000,강원도인제군북면,"8,035","4,137",1.94,"4,335","3,700",1.17
2084,4281033000,강원도인제군기린면,"4,977","2,599",1.91,"2,701","2,276",1.19
2085,4281034000,강원도인제군서화면,"2,567","1,464",1.75,"1,556","1,011",1.54
2086,4281035000,강원도인제군상남면,"1,997","1,154",1.73,"1,150",847,1.36
2087,4282000000,강원도고성군,"27,249","15,064",1.81,"14,019","13,230",1.06
2088,4282025000,강원도고성군간성읍,"7,110","3,508",2.03,"3,727","3,383",1.1
2089,4282025300,강원도고성군거진읍,"5,989","3,524",1.7,"2,998","2,991",1.0
2090,4282031000,강원도고성군현내면,"2,292","1,360",1.69,"1,115","1,177",0.95
2091,4282032000,강원도고성군죽왕면,"3,468","1,995",1.74,"1,786","1,682",1.06
2092,4282033000,강원도고성군토성면,"8,390","4,677",1.79,"4,393","3,997",1.1
2093,4283000000,강원도양양군,"27,913","14,759",1.89,"14,251","13,662",1.04
2094,4283025000,강원도양양군양양읍,"12,687","6,242",2.03,"6,462","6,225",1.04
2095,4283031000,강원도양양군서면,"2,786","1,501",1.86,"1,432","1,354",1.06
2096,4283032000,강원도양양군손양면,"2,306","1,250",1.84,"1,162","1,144",1.02
2097,4283033000,강원도양양군현북면,"2,596","1,536",1.69,"1,340","1,256",1.07
2098,4283034000,강원도양양군현남면,"2,967","1,724",1.72,"1,529","1,438",1.06
2099,4283035000,강원도양양군강현면,"4,571","2,506",1.82,"2,326","2,245",1.04
2100,4300000000,충청북도,"1,597,427","760,672",2.1,"810,672","786,755",1.03
2101,4311000000,충청북도청주시,"848,482","387,016",2.19,"427,881","420,601",1.02
2102,4311100000,충청북도청주시상당구,"193,827","84,548",2.29,"96,267","97,560",0.99
2103,4311131000,충청북도청주시상당구낭성면,"2,236","1,229",1.82,"1,172","1,064",1.1
2104,4311132000,충청북도청주시상당구미원면,"4,898","2,863",1.71,"2,523","2,375",1.06
2105,4311133000,충청북도청주시상당구가덕면,"3,859","2,087",1.85,"1,971","1,888",1.04
2106,4311134000,충청북도청주시상당구남일면,"6,852","3,231",2.12,"3,502","3,350",1.05
2107,4311135000,충청북도청주시상당구문의면,"3,891","2,049",1.9,"2,031","1,860",1.09
2108,4311152500,충청북도청주시상당구중앙동,"6,925","3,487",1.99,"3,380","3,545",0.95
2109,4311154500,충청북도청주시상당구성안동,"6,834","3,953",1.73,"3,509","3,325",1.06
2110,4311162000,충청북도청주시상당구탑대성동,"8,591","4,154",2.07,"4,190","4,401",0.95
2111,4311167000,충청북도청주시상당구영운동,"10,548","5,249",2.01,"5,243","5,305",0.99
2112,4311168000,충청북도청주시상당구금천동,"31,021","12,641",2.45,"15,044","15,977",0.94
2113,4311169000,충청북도청주시상당구용담.명암.산성동,"13,402","4,916",2.73,"6,616","6,786",0.97
2114,4311172000,충청북도청주시상당구용암1동,"54,832","22,724",2.41,"27,420","27,412",1.0
2115,4311173000,충청북도청주시상당구용암2동,"39,938","15,965",2.5,"19,666","20,272",0.97
2116,4311200000,충청북도청주시서원구,"192,899","89,194",2.16,"95,958","96,941",0.99
2117,4311231000,충청북도청주시서원구남이면,"10,073","4,724",2.13,"5,262","4,811",1.09
2118,4311232000,충청북도청주시서원구현도면,"3,230","1,849",1.75,"1,677","1,553",1.08
2119,4311251000,충청북도청주시서원구사직1동,"6,515","3,328",1.96,"3,352","3,163",1.06
2120,4311252000,충청북도청주시서원구사직2동,"13,728","5,580",2.46,"6,709","7,019",0.96
2121,4311253000,충청북도청주시서원구사창동,"14,622","8,458",1.73,"7,314","7,308",1.0
2122,4311254000,충청북도청주시서원구모충동,"15,644","8,134",1.92,"7,891","7,753",1.02
2123,4311255000,충청북도청주시서원구산남동,"26,382","10,624",2.48,"13,176","13,206",1.0
2124,4311256000,충청북도청주시서원구분평동,"30,172","12,055",2.5,"14,669","15,503",0.95
2125,4311257000,충청북도청주시서원구수곡1동,"13,247","7,059",1.88,"6,711","6,536",1.03
2126,4311258000,충청북도청주시서원구수곡2동,"15,920","7,750",2.05,"7,838","8,082",0.97
2127,4311259000,충청북도청주시서원구성화.개신.죽림동,"43,366","19,633",2.21,"21,359","22,007",0.97
2128,4311300000,충청북도청주시흥덕구,"267,429","123,699",2.16,"135,780","131,649",1.03
2129,4311325000,충청북도청주시흥덕구오송읍,"24,178","12,059",2.0,"12,030","12,148",0.99
2130,4311331000,충청북도청주시흥덕구강내면,"10,742","5,098",2.11,"5,514","5,228",1.05
2131,4311332000,충청북도청주시흥덕구옥산면,"17,932","7,837",2.29,"9,186","8,746",1.05
2132,4311370000,충청북도청주시흥덕구운천.신봉동,"16,746","7,913",2.12,"8,298","8,448",0.98
2133,4311374100,충청북도청주시흥덕구복대1동,"50,588","21,130",2.39,"25,793","24,795",1.04
2134,4311374200,충청북도청주시흥덕구복대2동,"15,840","8,968",1.77,"8,114","7,726",1.05
2135,4311374700,충청북도청주시흥덕구가경동,"55,569","22,142",2.51,"27,189","28,380",0.96
2136,4311375100,충청북도청주시흥덕구봉명1동,"9,666","5,857",1.65,"5,125","4,541",1.13
2137,4311375600,충청북도청주시흥덕구봉명2.송정동,"24,028","12,246",1.96,"12,852","11,176",1.15
2138,4311376000,충청북도청주시흥덕구강서제1동,"28,535","14,715",1.94,"14,462","14,073",1.03
2139,4311377000,충청북도청주시흥덕구강서제2동,"13,605","5,734",2.37,"7,217","6,388",1.13
2140,4311400000,충청북도청주시청원구,"194,327","89,575",2.17,"99,876","94,451",1.06
2141,4311425000,충청북도청주시청원구내수읍,"19,127","8,978",2.13,"9,838","9,289",1.06
2142,4311425300,충청북도청주시청원구오창읍,"70,536","31,355",2.25,"37,627","32,909",1.14
2143,4311431000,충청북도청주시청원구북이면,"4,534","2,613",1.74,"2,433","2,101",1.16
2144,4311451000,충청북도청주시청원구우암동,"12,332","7,316",1.69,"6,230","6,102",1.02
2145,4311452000,충청북도청주시청원구내덕1동,"8,474","4,340",1.95,"4,267","4,207",1.01
2146,4311453000,충청북도청주시청원구내덕2동,"13,379","6,446",2.08,"6,849","6,530",1.05
2147,4311454000,충청북도청주시청원구율량.사천동,"47,655","21,072",2.26,"23,621","24,034",0.98
2148,4311455000,충청북도청주시청원구오근장동,"18,290","7,455",2.45,"9,011","9,279",0.97
2149,4313000000,충청북도충주시,"209,358","99,651",2.1,"105,932","103,426",1.02
2150,4313025000,충청북도충주시주덕읍,"4,801","2,627",1.83,"2,468","2,333",1.06
2151,4313031000,충청북도충주시살미면,"2,009","1,096",1.83,"1,025",984,1.04
2152,4313032500,충청북도충주시수안보면,"2,921","1,674",1.74,"1,486","1,435",1.04
2153,4313033500,충청북도충주시대소원면,"9,029","5,375",1.68,"5,102","3,927",1.3
2154,4313035000,충청북도충주시신니면,"2,928","1,606",1.82,"1,503","1,425",1.05
2155,4313036000,충청북도충주시노은면,"2,246","1,240",1.81,"1,144","1,102",1.04
2156,4313037000,충청북도충주시앙성면,"3,952","2,311",1.71,"2,036","1,916",1.06
2157,4313038500,충청북도충주시중앙탑면,"13,567","6,050",2.24,"6,964","6,603",1.05
2158,4313039000,충청북도충주시금가면,"3,778","1,773",2.13,"2,048","1,730",1.18
2159,4313040000,충청북도충주시동량면,"3,608","1,892",1.91,"1,827","1,781",1.03
2160,4313041000,충청북도충주시산척면,"2,247","1,210",1.86,"1,158","1,089",1.06
2161,4313042000,충청북도충주시엄정면,"3,089","1,638",1.89,"1,559","1,530",1.02
2162,4313043000,충청북도충주시소태면,"1,948","1,047",1.86,993,955,1.04
2163,4313051500,충청북도충주시성내.충인동,"2,657","1,517",1.75,"1,319","1,338",0.99
2164,4313053500,충청북도충주시교현.안림동,"23,334","10,107",2.31,"11,625","11,709",0.99
2165,4313054000,충청북도충주시교현2동,"6,807","3,654",1.86,"3,464","3,343",1.04
2166,4313055000,충청북도충주시용산동,"15,150","6,259",2.42,"7,425","7,725",0.96
2167,4313056000,충청북도충주시지현동,"5,137","2,457",2.09,"2,560","2,577",0.99
2168,4313057100,충청북도충주시문화동,"9,388","4,681",2.01,"4,710","4,678",1.01
2169,4313058000,충청북도충주시호암.직동,"19,987","8,324",2.4,"9,941","10,046",0.99
2170,4313060500,충청북도충주시달천동,"3,711","2,244",1.65,"2,005","1,706",1.18
2171,4313061000,충청북도충주시봉방동,"9,237","4,704",1.96,"4,796","4,441",1.08
2172,4313062500,충청북도충주시칠금.금릉동,"14,463","6,232",2.32,"7,134","7,329",0.97
2173,4313063000,충청북도충주시연수동,"36,807","17,119",2.15,"18,237","18,570",0.98
2174,4313064000,충청북도충주시목행.용탄동,"6,557","2,814",2.33,"3,403","3,154",1.08
2175,4315000000,충청북도제천시,"131,591","64,540",2.04,"66,170","65,421",1.01
2176,4315025000,충청북도제천시봉양읍,"6,712","3,676",1.83,"3,425","3,287",1.04
2177,4315031000,충청북도제천시금성면,"1,895","1,065",1.78,"1,015",880,1.15
2178,4315032000,충청북도제천시청풍면,"1,268",780,1.63,651,617,1.06
2179,4315033000,충청북도제천시수산면,"2,016","1,235",1.63,"1,052",964,1.09
2180,4315034000,충청북도제천시덕산면,"2,141","1,167",1.83,"1,091","1,050",1.04
2181,4315035000,충청북도제천시한수면,700,403,1.74,359,341,1.05
2182,4315036000,충청북도제천시백운면,"3,325","1,891",1.76,"1,719","1,606",1.07
2183,4315038000,충청북도제천시송학면,"4,627","2,539",1.82,"2,435","2,192",1.11
2184,4315051000,충청북도제천시교동,"18,544","7,774",2.39,"9,139","9,405",0.97
2185,4315051800,충청북도제천시의림지동,"9,927","4,348",2.28,"4,910","5,017",0.98
2186,4315052800,충청북도제천시중앙동,"5,739","3,089",1.86,"2,853","2,886",0.99
2187,4315053700,충청북도제천시남현동,"4,917","2,572",1.91,"2,462","2,455",1.0
2188,4315054700,충청북도제천시영서동,"10,146","4,932",2.06,"5,086","5,060",1.01
2189,4315056000,충청북도제천시용두동,"17,816","8,767",2.03,"8,899","8,917",1.0
2190,4315057700,충청북도제천시신백동,"11,143","5,223",2.13,"5,576","5,567",1.0
2191,4315059000,충청북도제천시청전동,"15,441","8,003",1.93,"7,771","7,670",1.01
2192,4315060500,충청북도제천시화산동,"15,234","7,076",2.15,"7,727","7,507",1.03
2193,4372000000,충청북도보은군,"31,878","17,039",1.87,"16,074","15,804",1.02
2194,4372025000,충청북도보은군보은읍,"14,757","7,192",2.05,"7,346","7,411",0.99
2195,4372031500,충청북도보은군속리산면,"1,865","1,095",1.7,971,894,1.09
2196,4372032500,충청북도보은군장안면,"1,455",790,1.84,772,683,1.13
2197,4372033000,충청북도보은군마로면,"2,148","1,223",1.76,"1,030","1,118",0.92
2198,4372034000,충청북도보은군탄부면,"1,625",958,1.7,802,823,0.97
2199,4372035000,충청북도보은군삼승면,"2,305","1,303",1.77,"1,176","1,129",1.04
2200,4372036000,충청북도보은군수한면,"1,887","1,043",1.81,951,936,1.02
2201,4372037000,충청북도보은군회남면,734,465,1.58,401,333,1.2
2202,4372038500,충청북도보은군회인면,"1,726","1,028",1.68,864,862,1.0
2203,4372039000,충청북도보은군내북면,"1,640",982,1.67,843,797,1.06
2204,4372040000,충청북도보은군산외면,"1,736",960,1.81,918,818,1.12
2205,4373000000,충청북도옥천군,"50,093","25,104",2.0,"25,242","24,851",1.02
2206,4373025000,충청북도옥천군옥천읍,"29,064","13,047",2.23,"14,541","14,523",1.0
2207,4373031000,충청북도옥천군동이면,"3,213","1,792",1.79,"1,647","1,566",1.05
2208,4373032000,충청북도옥천군안남면,"1,397",803,1.74,698,699,1.0
2209,4373033000,충청북도옥천군안내면,"1,906","1,125",1.69,975,931,1.05
2210,4373034000,충청북도옥천군청성면,"2,353","1,454",1.62,"1,175","1,178",1.0
2211,4373035000,충청북도옥천군청산면,"2,968","1,764",1.68,"1,434","1,534",0.93
2212,4373036000,충청북도옥천군이원면,"4,048","2,292",1.77,"2,083","1,965",1.06
2213,4373037000,충청북도옥천군군서면,"2,183","1,264",1.73,"1,140","1,043",1.09
2214,4373038000,충청북도옥천군군북면,"2,961","1,563",1.89,"1,549","1,412",1.1
2215,4374000000,충청북도영동군,"45,773","23,813",1.92,"22,810","22,963",0.99
2216,4374025000,충청북도영동군영동읍,"20,163","9,450",2.13,"9,954","10,209",0.98
2217,4374031000,충청북도영동군용산면,"3,228","1,844",1.75,"1,647","1,581",1.04
