,행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
620,2641069000,부산광역시금정구구서제2동,"33,114","13,457",2.46,"15,829","17,285",0.92
621,2641070000,부산광역시금정구금성동,"1,046",476,2.2,501,545,0.92
622,2644000000,부산광역시강서구,"142,918","61,502",2.32,"74,047","68,871",1.08
623,2644051000,부산광역시강서구대저1동,"6,556","3,740",1.75,"3,593","2,963",1.21
624,2644052000,부산광역시강서구대저2동,"7,090","3,726",1.9,"3,986","3,104",1.28
625,2644053000,부산광역시강서구강동동,"4,220","2,527",1.67,"2,264","1,956",1.16
626,2644053500,부산광역시강서구명지1동,"53,087","20,640",2.57,"26,708","26,379",1.01
627,2644054500,부산광역시강서구명지2동,"30,409","10,307",2.95,"15,173","15,236",1.0
628,2644055000,부산광역시강서구가락동,"2,345","1,353",1.73,"1,251","1,094",1.14
629,2644056000,부산광역시강서구녹산동,"35,270","16,742",2.11,"19,002","16,268",1.17
630,2644058000,부산광역시강서구가덕도동,"3,941","2,467",1.6,"2,070","1,871",1.11
631,2647000000,부산광역시연제구,"207,144","93,606",2.21,"99,761","107,383",0.93
632,2647061000,부산광역시연제구거제제1동,"29,232","11,391",2.57,"14,122","15,110",0.93
633,2647062000,부산광역시연제구거제제2동,"12,232","4,562",2.68,"5,817","6,415",0.91
634,2647063000,부산광역시연제구거제제3동,"9,988","4,706",2.12,"4,734","5,254",0.9
635,2647064000,부산광역시연제구거제제4동,"10,429","4,166",2.5,"5,120","5,309",0.96
636,2647065000,부산광역시연제구연산제1동,"16,775","7,161",2.34,"8,186","8,589",0.95
637,2647066000,부산광역시연제구연산제2동,"20,674","9,195",2.25,"9,944","10,730",0.93
638,2647067000,부산광역시연제구연산제3동,"9,160","4,552",2.01,"4,440","4,720",0.94
639,2647068000,부산광역시연제구연산제4동,"16,154","8,595",1.88,"7,798","8,356",0.93
640,2647069000,부산광역시연제구연산제5동,"16,588","10,204",1.63,"7,924","8,664",0.91
641,2647070000,부산광역시연제구연산제6동,"16,699","8,166",2.04,"8,051","8,648",0.93
642,2647072000,부산광역시연제구연산제8동,"14,138","6,212",2.28,"6,875","7,263",0.95
643,2647073000,부산광역시연제구연산제9동,"35,075","14,696",2.39,"16,750","18,325",0.91
644,2650000000,부산광역시수영구,"175,095","85,896",2.04,"82,609","92,486",0.89
645,2650066000,부산광역시수영구남천제1동,"13,853","6,326",2.19,"6,376","7,477",0.85
646,2650067000,부산광역시수영구남천제2동,"12,091","4,929",2.45,"5,665","6,426",0.88
647,2650073000,부산광역시수영구수영동,"14,651","7,896",1.86,"7,012","7,639",0.92
648,2650074000,부산광역시수영구망미제1동,"27,404","12,415",2.21,"13,078","14,326",0.91
649,2650075000,부산광역시수영구망미제2동,"10,703","4,950",2.16,"5,270","5,433",0.97
650,2650076000,부산광역시수영구광안제1동,"25,866","14,239",1.82,"12,031","13,835",0.87
651,2650077000,부산광역시수영구광안제2동,"18,688","9,632",1.94,"8,676","10,012",0.87
652,2650078000,부산광역시수영구광안제3동,"9,597","5,986",1.6,"4,534","5,063",0.9
653,2650079000,부산광역시수영구광안제4동,"13,715","6,284",2.18,"6,207","7,508",0.83
654,2650080000,부산광역시수영구민락동,"28,527","13,239",2.15,"13,760","14,767",0.93
655,2653000000,부산광역시사상구,"208,298","98,621",2.11,"105,034","103,264",1.02
656,2653058000,부산광역시사상구삼락동,"5,808","3,144",1.85,"3,099","2,709",1.14
657,2653059100,부산광역시사상구모라제1동,"27,998","12,502",2.24,"13,961","14,037",0.99
658,2653059300,부산광역시사상구모라제3동,"10,412","6,718",1.55,"4,977","5,435",0.92
659,2653060000,부산광역시사상구덕포제1동,"8,683","4,278",2.03,"4,440","4,243",1.05
660,2653061000,부산광역시사상구덕포제2동,"12,921","5,766",2.24,"6,545","6,376",1.03
661,2653062000,부산광역시사상구괘법동,"22,414","12,792",1.75,"11,602","10,812",1.07
662,2653064500,부산광역시사상구감전동,"13,318","7,237",1.84,"7,058","6,260",1.13
663,2653065000,부산광역시사상구주례제1동,"15,160","6,436",2.36,"7,740","7,420",1.04
664,2653066000,부산광역시사상구주례제2동,"23,075","11,285",2.04,"11,542","11,533",1.0
665,2653066100,부산광역시사상구주례제3동,"13,154","5,741",2.29,"6,438","6,716",0.96
666,2653067000,부산광역시사상구학장동,"28,294","12,171",2.32,"14,129","14,165",1.0
667,2653068000,부산광역시사상구엄궁동,"27,061","10,551",2.56,"13,503","13,558",1.0
668,2671000000,부산광역시기장군,"177,125","76,853",2.3,"87,691","89,434",0.98
669,2671025000,부산광역시기장군기장읍,"52,846","25,598",2.06,"25,761","27,085",0.95
670,2671025300,부산광역시기장군장안읍,"8,608","4,732",1.82,"4,632","3,976",1.16
671,2671025600,부산광역시기장군정관읍,"81,932","31,904",2.57,"40,501","41,431",0.98
672,2671031000,부산광역시기장군일광면,"25,817","10,728",2.41,"12,779","13,038",0.98
673,2671033000,부산광역시기장군철마면,"7,922","3,891",2.04,"4,018","3,904",1.03
674,2700000000,대구광역시,"2,385,412","1,063,893",2.24,"1,175,632","1,209,780",0.97
675,2711000000,대구광역시중구,"74,791","38,370",1.95,"35,948","38,843",0.93
676,2711051700,대구광역시중구동인동,"8,053","4,852",1.66,"4,039","4,014",1.01
677,2711054500,대구광역시중구삼덕동,"6,587","4,091",1.61,"3,123","3,464",0.9
678,2711056500,대구광역시중구성내1동,"4,851","3,314",1.46,"2,332","2,519",0.93
679,2711057500,대구광역시중구성내2동,"4,368","2,818",1.55,"2,204","2,164",1.02
680,2711058500,대구광역시중구성내3동,"4,791","2,334",2.05,"2,408","2,383",1.01
681,2711059500,대구광역시중구대신동,"7,857","3,300",2.38,"3,827","4,030",0.95
682,2711064000,대구광역시중구남산1동,"4,792","2,731",1.75,"2,295","2,497",0.92
683,2711065000,대구광역시중구남산2동,"6,507","3,020",2.15,"3,100","3,407",0.91
684,2711066000,대구광역시중구남산3동,"6,678","2,925",2.28,"3,083","3,595",0.86
685,2711067000,대구광역시중구남산4동,"11,485","4,879",2.35,"5,358","6,127",0.87
686,2711068000,대구광역시중구대봉1동,"6,919","3,105",2.23,"3,232","3,687",0.88
687,2711069000,대구광역시중구대봉2동,"1,903","1,001",1.9,947,956,0.99
688,2714000000,대구광역시동구,"341,436","158,423",2.16,"167,888","173,548",0.97
689,2714051000,대구광역시동구신암1동,"8,574","4,458",1.92,"4,288","4,286",1.0
690,2714052000,대구광역시동구신암2동,"10,362","4,475",2.32,"4,907","5,455",0.9
691,2714053000,대구광역시동구신암3동,"11,626","5,164",2.25,"5,710","5,916",0.97
692,2714054000,대구광역시동구신암4동,"11,477","6,371",1.8,"5,776","5,701",1.01
693,2714054100,대구광역시동구신암5동,"6,327","3,174",1.99,"2,989","3,338",0.9
694,2714055500,대구광역시동구신천1.2동,"12,925","6,141",2.1,"6,131","6,794",0.9
695,2714057000,대구광역시동구신천3동,"11,702","5,077",2.3,"5,784","5,918",0.98
696,2714058000,대구광역시동구신천4동,"7,736","4,809",1.61,"3,873","3,863",1.0
697,2714059000,대구광역시동구효목1동,"13,742","7,091",1.94,"6,835","6,907",0.99
698,2714060000,대구광역시동구효목2동,"13,254","6,461",2.05,"6,326","6,928",0.91
699,2714061500,대구광역시동구도평동,"4,005","2,055",1.95,"2,133","1,872",1.14
700,2714062000,대구광역시동구불로.봉무동,"21,335","8,784",2.43,"10,479","10,856",0.97
701,2714064000,대구광역시동구지저동,"14,472","6,989",2.07,"7,209","7,263",0.99
702,2714065500,대구광역시동구동촌동,"15,616","7,817",2.0,"7,850","7,766",1.01
703,2714067000,대구광역시동구방촌동,"18,792","8,380",2.24,"9,055","9,737",0.93
704,2714068500,대구광역시동구해안동,"15,104","7,255",2.08,"7,576","7,528",1.01
705,2714072000,대구광역시동구안심1동,"42,284","19,974",2.12,"20,702","21,582",0.96
706,2714073000,대구광역시동구안심2동,"11,009","4,996",2.2,"5,521","5,488",1.01
707,2714074200,대구광역시동구안심3동,"21,493","8,414",2.55,"10,397","11,096",0.94
708,2714074700,대구광역시동구안심4동,"29,116","11,937",2.44,"14,387","14,729",0.98
709,2714075500,대구광역시동구혁신동,"18,752","8,661",2.17,"9,283","9,469",0.98
710,2714076000,대구광역시동구공산동,"21,733","9,940",2.19,"10,677","11,056",0.97
711,2717000000,대구광역시서구,"164,528","82,301",2.0,"82,241","82,287",1.0
712,2717051000,대구광역시서구내당1동,"8,419","4,216",2.0,"4,153","4,266",0.97
713,2717052500,대구광역시서구내당2.3동,"9,788","5,064",1.93,"4,718","5,070",0.93
714,2717054000,대구광역시서구내당4동,"16,631","8,106",2.05,"8,030","8,601",0.93
715,2717055000,대구광역시서구비산1동,"9,721","4,951",1.96,"4,961","4,760",1.04
716,2717056500,대구광역시서구비산2.3동,"9,263","5,102",1.82,"4,590","4,673",0.98
717,2717058000,대구광역시서구비산4동,"9,798","4,753",2.06,"4,790","5,008",0.96
718,2717059000,대구광역시서구비산5동,"6,095","3,416",1.78,"3,110","2,985",1.04
719,2717060000,대구광역시서구비산6동,"7,647","3,826",2.0,"3,765","3,882",0.97
720,2717061000,대구광역시서구비산7동,"10,002","5,627",1.78,"5,311","4,691",1.13
721,2717062000,대구광역시서구평리1동,"7,823","4,018",1.95,"3,928","3,895",1.01
722,2717063000,대구광역시서구평리2동,"8,028","3,649",2.2,"3,919","4,109",0.95
723,2717064000,대구광역시서구평리3동,"9,905","5,107",1.94,"5,000","4,905",1.02
724,2717065000,대구광역시서구평리4동,"18,034","8,554",2.11,"8,954","9,080",0.99
725,2717066000,대구광역시서구평리5동,"1,739",913,1.9,915,824,1.11
726,2717066100,대구광역시서구평리6동,"3,939","2,023",1.95,"2,126","1,813",1.17
727,2717067500,대구광역시서구상중이동,"20,072","8,915",2.25,"10,107","9,965",1.01
728,2717069500,대구광역시서구원대동,"7,624","4,061",1.88,"3,864","3,760",1.03
729,2720000000,대구광역시남구,"143,175","76,256",1.88,"68,799","74,376",0.93
730,2720051500,대구광역시남구이천동,"12,062","5,602",2.15,"5,684","6,378",0.89
731,2720053000,대구광역시남구봉덕1동,"9,158","5,266",1.74,"4,410","4,748",0.93
732,2720054000,대구광역시남구봉덕2동,"12,582","5,526",2.28,"5,987","6,595",0.91
733,2720055000,대구광역시남구봉덕3동,"16,654","8,417",1.98,"7,940","8,714",0.91
734,2720056000,대구광역시남구대명1동,"11,333","5,869",1.93,"5,538","5,795",0.96
735,2720057100,대구광역시남구대명2동,"10,227","6,079",1.68,"4,847","5,380",0.9
736,2720058600,대구광역시남구대명3동,"10,794","6,269",1.72,"5,333","5,461",0.98
737,2720059000,대구광역시남구대명4동,"11,062","6,016",1.84,"5,377","5,685",0.95
738,2720060000,대구광역시남구대명5동,"6,303","3,639",1.73,"2,982","3,321",0.9
739,2720061000,대구광역시남구대명6동,"9,581","5,220",1.84,"4,597","4,984",0.92
740,2720064000,대구광역시남구대명9동,"15,672","8,523",1.84,"7,675","7,997",0.96
741,2720065000,대구광역시남구대명10동,"9,124","5,051",1.81,"4,317","4,807",0.9
742,2720066000,대구광역시남구대명11동,"8,623","4,779",1.8,"4,112","4,511",0.91
743,2723000000,대구광역시북구,"437,008","190,956",2.29,"217,420","219,588",0.99
744,2723051000,대구광역시북구고성동,"4,882","2,266",2.15,"2,377","2,505",0.95
745,2723052600,대구광역시북구칠성동,"23,463","10,442",2.25,"11,273","12,190",0.92
746,2723055000,대구광역시북구침산1동,"4,103","2,058",1.99,"2,191","1,912",1.15
747,2723056000,대구광역시북구침산2동,"18,811","7,006",2.68,"9,045","9,766",0.93
748,2723057000,대구광역시북구침산3동,"19,909","7,550",2.64,"9,608","10,301",0.93
749,2723061000,대구광역시북구산격1동,"9,205","5,262",1.75,"4,573","4,632",0.99
750,2723062000,대구광역시북구산격2동,"10,848","4,740",2.29,"5,299","5,549",0.95
751,2723063000,대구광역시북구산격3동,"8,998","5,823",1.55,"4,686","4,312",1.09
752,2723063100,대구광역시북구산격4동,"8,408","4,488",1.87,"4,401","4,007",1.1
753,2723064500,대구광역시북구대현동,"17,759","9,070",1.96,"8,951","8,808",1.02
754,2723067100,대구광역시북구복현1동,"7,552","4,895",1.54,"4,147","3,405",1.22
755,2723067200,대구광역시북구복현2동,"30,640","12,212",2.51,"15,196","15,444",0.98
756,2723068000,대구광역시북구검단동,"6,472","3,214",2.01,"3,215","3,257",0.99
757,2723069500,대구광역시북구무태조야동,"36,441","15,255",2.39,"18,564","17,877",1.04
758,2723071500,대구광역시북구관문동,"36,550","14,736",2.48,"18,215","18,335",0.99
759,2723072500,대구광역시북구태전1동,"22,089","10,331",2.14,"11,087","11,002",1.01
760,2723073500,대구광역시북구태전2동,"24,451","10,826",2.26,"12,041","12,410",0.97
761,2723074500,대구광역시북구구암동,"35,072","13,487",2.6,"17,240","17,832",0.97
762,2723075000,대구광역시북구관음동,"16,469","7,488",2.2,"8,321","8,148",1.02
763,2723077000,대구광역시북구읍내동,"26,862","11,698",2.3,"13,311","13,551",0.98
764,2723078000,대구광역시북구동천동,"27,904","10,529",2.65,"13,541","14,363",0.94
765,2723079000,대구광역시북구노원동,"11,583","5,851",1.98,"6,040","5,543",1.09
766,2723080000,대구광역시북구국우동,"28,537","11,729",2.43,"14,098","14,439",0.98
767,2726000000,대구광역시수성구,"417,097","171,239",2.44,"201,689","215,408",0.94
768,2726051000,대구광역시수성구범어1동,"16,731","6,427",2.6,"7,945","8,786",0.9
769,2726052000,대구광역시수성구범어2동,"15,579","7,005",2.22,"7,569","8,010",0.94
770,2726053000,대구광역시수성구범어3동,"16,171","6,010",2.69,"7,760","8,411",0.92
771,2726054000,대구광역시수성구범어4동,"19,961","6,682",2.99,"9,793","10,168",0.96
772,2726055000,대구광역시수성구만촌1동,"22,788","9,011",2.53,"11,097","11,691",0.95
773,2726056000,대구광역시수성구만촌2동,"10,944","5,066",2.16,"5,421","5,523",0.98
774,2726056100,대구광역시수성구만촌3동,"19,735","6,900",2.86,"10,311","9,424",1.09
775,2726057000,대구광역시수성구수성1가동,"18,024","7,202",2.5,"8,287","9,737",0.85
776,2726058000,대구광역시수성구수성2.3가동,"11,899","4,706",2.53,"5,783","6,116",0.95
777,2726059000,대구광역시수성구수성4가동,"14,625","5,897",2.48,"6,813","7,812",0.87
778,2726060100,대구광역시수성구황금1동,"23,873","8,338",2.86,"11,430","12,443",0.92
779,2726060200,대구광역시수성구황금2동,"10,815","5,647",1.92,"5,211","5,604",0.93
780,2726061000,대구광역시수성구중동,"11,020","5,738",1.92,"5,517","5,503",1.0
781,2726062000,대구광역시수성구상동,"16,318","7,943",2.05,"7,903","8,415",0.94
782,2726063000,대구광역시수성구파동,"12,574","5,553",2.26,"6,031","6,543",0.92
783,2726064000,대구광역시수성구두산동,"14,144","7,038",2.01,"6,903","7,241",0.95
784,2726065100,대구광역시수성구지산1동,"21,893","10,633",2.06,"10,424","11,469",0.91
785,2726065200,대구광역시수성구지산2동,"18,714","7,984",2.34,"8,825","9,889",0.89
786,2726066100,대구광역시수성구범물1동,"11,318","5,966",1.9,"5,140","6,178",0.83
787,2726066200,대구광역시수성구범물2동,"17,173","6,663",2.58,"8,318","8,855",0.94
788,2726067000,대구광역시수성구고산1동,"30,751","11,203",2.74,"14,869","15,882",0.94
789,2726068000,대구광역시수성구고산2동,"28,776","11,053",2.6,"14,297","14,479",0.99
790,2726069000,대구광역시수성구고산3동,"33,271","12,574",2.65,"16,042","17,229",0.93
791,2729000000,대구광역시달서구,"544,926","234,950",2.32,"268,498","276,428",0.97
792,2729051500,대구광역시달서구성당동,"23,255","10,708",2.17,"11,272","11,983",0.94
793,2729053500,대구광역시달서구두류1.2동,"14,439","8,277",1.74,"7,062","7,377",0.96
794,2729055000,대구광역시달서구두류3동,"8,266","4,119",2.01,"4,010","4,256",0.94
795,2729055500,대구광역시달서구감삼동,"26,706","11,542",2.31,"13,014","13,692",0.95
796,2729056300,대구광역시달서구죽전동,"13,595","6,903",1.97,"6,732","6,863",0.98
797,2729056800,대구광역시달서구장기동,"17,148","7,196",2.38,"8,436","8,712",0.97
798,2729057100,대구광역시달서구용산1동,"30,945","12,500",2.48,"15,516","15,429",1.01
799,2729057200,대구광역시달서구용산2동,"28,819","11,455",2.52,"14,495","14,324",1.01
800,2729057600,대구광역시달서구이곡1동,"23,115","9,301",2.49,"11,606","11,509",1.01
801,2729057700,대구광역시달서구이곡2동,"16,490","7,114",2.32,"8,349","8,141",1.03
802,2729058500,대구광역시달서구신당동,"31,686","17,357",1.83,"16,297","15,389",1.06
803,2729059000,대구광역시달서구본리동,"20,954","8,389",2.5,"10,321","10,633",0.97
804,2729060100,대구광역시달서구월성1동,"37,401","11,904",3.14,"18,310","19,091",0.96
805,2729060200,대구광역시달서구월성2동,"15,954","8,508",1.88,"7,632","8,322",0.92
806,2729061500,대구광역시달서구진천동,"51,646","20,961",2.46,"25,304","26,342",0.96
807,2729061700,대구광역시달서구유천동,"31,789","10,220",3.11,"15,625","16,164",0.97
808,2729062400,대구광역시달서구상인1동,"36,263","13,161",2.76,"17,742","18,521",0.96
809,2729062500,대구광역시달서구상인2동,"19,826","9,374",2.11,"9,831","9,995",0.98
810,2729062600,대구광역시달서구상인3동,"11,167","6,219",1.8,"5,350","5,817",0.92
811,2729062800,대구광역시달서구도원동,"35,557","13,903",2.56,"17,211","18,346",0.94
812,2729063000,대구광역시달서구송현1동,"19,383","10,288",1.88,"9,571","9,812",0.98
813,2729064000,대구광역시달서구송현2동,"18,132","9,400",1.93,"8,698","9,434",0.92
814,2729065000,대구광역시달서구본동,"12,390","6,151",2.01,"6,114","6,276",0.97
815,2771000000,대구광역시달성군,"262,451","111,398",2.36,"133,149","129,302",1.03
816,2771025000,대구광역시달성군화원읍,"47,025","19,227",2.45,"23,342","23,683",0.99
817,2771025300,대구광역시달성군논공읍,"4,779","2,456",1.95,"2,578","2,201",1.17
818,2771025400,대구광역시달성군논공읍공단출장소,"13,167","6,467",2.04,"6,996","6,171",1.13
819,2771025600,대구광역시달성군다사읍,"51,020","19,521",2.61,"25,177","25,843",0.97
820,2771025700,대구광역시달성군다사읍서재출장소,"38,307","14,549",2.63,"19,469","18,838",1.03
821,2771025900,대구광역시달성군유가읍,"29,542","11,302",2.61,"14,989","14,553",1.03
822,2771026200,대구광역시달성군옥포읍,"25,232","11,237",2.25,"12,729","12,503",1.02
823,2771026500,대구광역시달성군현풍읍,"23,050","11,925",1.93,"12,117","10,933",1.11
824,2771031000,대구광역시달성군가창면,"7,783","3,769",2.07,"3,870","3,913",0.99
825,2771033000,대구광역시달성군하빈면,"3,596","2,030",1.77,"1,941","1,655",1.17
826,2771038000,대구광역시달성군구지면,"18,950","8,915",2.13,"9,941","9,009",1.1
827,2800000000,인천광역시,"2,948,375","1,298,647",2.27,"1,476,373","1,472,002",1.0
828,2811000000,인천광역시중구,"143,633","71,061",2.02,"74,679","68,954",1.08
829,2811052000,인천광역시중구연안동,"6,145","3,392",1.81,"3,326","2,819",1.18
830,2811053000,인천광역시중구신포동,"5,086","2,730",1.86,"2,595","2,491",1.04
831,2811054000,인천광역시중구신흥동,"13,241","6,297",2.1,"6,734","6,507",1.03
832,2811056000,인천광역시중구도원동,"3,925","2,073",1.89,"2,001","1,924",1.04
833,2811057000,인천광역시중구율목동,"3,192","1,819",1.75,"1,644","1,548",1.06
834,2811058500,인천광역시중구동인천동,"5,818","3,415",1.7,"3,083","2,735",1.13
835,2811061500,인천광역시중구개항동,"7,022","3,645",1.93,"3,518","3,504",1.0
836,2811062000,인천광역시중구영종동,"19,131","10,097",1.89,"10,455","8,676",1.21
837,2811062200,인천광역시중구영종1동,"44,046","16,826",2.62,"22,118","21,928",1.01
838,2811062800,인천광역시중구운서동,"32,080","18,171",1.77,"17,008","15,072",1.13
839,2811063000,인천광역시중구용유동,"3,947","2,596",1.52,"2,197","1,750",1.26
840,2811400000,인천광역시중구영종출장소,0,0,0.0,0,0,0.0
841,2811800000,인천광역시중구용유출장소,0,0,0.0,0,0,0.0
842,2814000000,인천광역시동구,"61,486","28,681",2.14,"30,998","30,488",1.02
843,2814051000,인천광역시동구만석동,"6,940","3,229",2.15,"3,580","3,360",1.07
844,2814052500,인천광역시동구화수1.화평동,"5,929","2,849",2.08,"3,019","2,910",1.04
845,2814053000,인천광역시동구화수2동,"7,597","3,728",2.04,"3,727","3,870",0.96
846,2814055500,인천광역시동구송현1.2동,"10,394","4,440",2.34,"5,080","5,314",0.96
847,2814057000,인천광역시동구송현3동,"3,561","1,936",1.84,"1,846","1,715",1.08
848,2814058000,인천광역시동구송림1동,"1,571",698,2.25,764,807,0.95
849,2814059000,인천광역시동구송림2동,"2,722","1,545",1.76,"1,403","1,319",1.06
850,2814060500,인천광역시동구송림3.5동,"7,529","3,501",2.15,"3,850","3,679",1.05
851,2814061000,인천광역시동구송림4동,"6,132","2,581",2.38,"3,176","2,956",1.07
852,2814063000,인천광역시동구송림6동,"6,203","2,637",2.35,"3,105","3,098",1.0
853,2814064000,인천광역시동구금창동,"2,908","1,537",1.89,"1,448","1,460",0.99
854,2817700000,인천광역시미추홀구,"407,464","193,561",2.11,"205,283","202,181",1.02
855,2817751000,인천광역시미추홀구숭의2동,"14,726","7,004",2.1,"7,424","7,302",1.02
856,2817752000,인천광역시미추홀구숭의1.3동,"13,855","6,771",2.05,"6,900","6,955",0.99
857,2817753000,인천광역시미추홀구숭의4동,"16,409","7,882",2.08,"8,237","8,172",1.01
858,2817754000,인천광역시미추홀구용현1.4동,"17,411","10,523",1.65,"9,471","7,940",1.19
859,2817755000,인천광역시미추홀구용현2동,"17,948","8,519",2.11,"9,006","8,942",1.01
860,2817756000,인천광역시미추홀구용현3동,"7,642","4,414",1.73,"4,051","3,591",1.13
861,2817757000,인천광역시미추홀구용현5동,"47,690","20,171",2.36,"23,646","24,044",0.98
862,2817758000,인천광역시미추홀구학익1동,"32,105","12,927",2.48,"15,995","16,110",0.99
863,2817759000,인천광역시미추홀구학익2동,"18,265","8,072",2.26,"8,956","9,309",0.96
864,2817760000,인천광역시미추홀구도화1동,"23,296","11,206",2.08,"11,636","11,660",1.0
865,2817761000,인천광역시미추홀구도화2.3동,"33,023","14,587",2.26,"16,792","16,231",1.03
866,2817762000,인천광역시미추홀구주안1동,"20,533","11,922",1.72,"10,784","9,749",1.11
867,2817763000,인천광역시미추홀구주안2동,"16,785","8,442",1.99,"8,460","8,325",1.02
868,2817764000,인천광역시미추홀구주안3동,"8,762","4,470",1.96,"4,459","4,303",1.04
869,2817765000,인천광역시미추홀구주안4동,"13,460","7,052",1.91,"6,752","6,708",1.01
870,2817766000,인천광역시미추홀구주안5동,"20,674","10,199",2.03,"10,358","10,316",1.0
871,2817767000,인천광역시미추홀구주안6동,"21,988","10,116",2.17,"10,978","11,010",1.0
872,2817768000,인천광역시미추홀구주안7동,"12,524","6,071",2.06,"6,094","6,430",0.95
873,2817769000,인천광역시미추홀구주안8동,"20,995","9,351",2.25,"10,240","10,755",0.95
874,2817770000,인천광역시미추홀구관교동,"15,123","6,326",2.39,"7,387","7,736",0.95
875,2817771000,인천광역시미추홀구문학동,"14,250","7,536",1.89,"7,657","6,593",1.16
876,2818500000,인천광역시연수구,"389,644","155,984",2.5,"193,417","196,227",0.99
877,2818563000,인천광역시연수구옥련1동,"19,332","8,292",2.33,"9,569","9,763",0.98
878,2818564000,인천광역시연수구옥련2동,"20,365","7,971",2.55,"10,043","10,322",0.97
879,2818575000,인천광역시연수구선학동,"17,176","8,205",2.09,"8,888","8,288",1.07
880,2818576100,인천광역시연수구연수1동,"19,404","9,810",1.98,"10,624","8,780",1.21
881,2818576200,인천광역시연수구연수2동,"21,168","9,887",2.14,"10,402","10,766",0.97
882,2818576300,인천광역시연수구연수3동,"16,112","7,462",2.16,"7,645","8,467",0.9
883,2818576600,인천광역시연수구청학동,"24,815","12,682",1.96,"12,866","11,949",1.08
884,2818578000,인천광역시연수구동춘1동,"25,462","9,299",2.74,"12,522","12,940",0.97
885,2818579000,인천광역시연수구동춘2동,"18,328","7,003",2.62,"8,899","9,429",0.94
886,2818579500,인천광역시연수구동춘3동,"18,558","5,833",3.18,"9,027","9,531",0.95
887,2818582000,인천광역시연수구송도1동,"37,659","14,547",2.59,"18,448","19,211",0.96
888,2818583000,인천광역시연수구송도2동,"36,729","11,831",3.1,"18,030","18,699",0.96
889,2818584000,인천광역시연수구송도3동,"49,052","18,832",2.6,"24,053","24,999",0.96
890,2818585000,인천광역시연수구송도4동,"25,468","9,380",2.72,"12,603","12,865",0.98
891,2818586000,인천광역시연수구송도5동,"40,016","14,950",2.68,"19,798","20,218",0.98
892,2820000000,인천광역시남동구,"518,272","228,442",2.27,"257,468","260,804",0.99
893,2820051000,인천광역시남동구구월1동,"31,445","13,181",2.39,"15,295","16,150",0.95
894,2820052000,인천광역시남동구구월2동,"35,508","12,772",2.78,"17,473","18,035",0.97
895,2820052100,인천광역시남동구구월3동,"30,158","17,430",1.73,"15,049","15,109",1.0
896,2820052200,인천광역시남동구구월4동,"14,630","7,806",1.87,"7,391","7,239",1.02
897,2820053000,인천광역시남동구간석1동,"21,199","10,384",2.04,"10,457","10,742",0.97
898,2820054000,인천광역시남동구간석2동,"21,965","9,441",2.33,"10,963","11,002",1.0
899,2820055000,인천광역시남동구간석3동,"27,576","13,121",2.1,"13,738","13,838",0.99
900,2820055100,인천광역시남동구간석4동,"29,093","13,452",2.16,"14,529","14,564",1.0
901,2820056000,인천광역시남동구만수1동,"17,128","9,023",1.9,"8,359","8,769",0.95
902,2820057000,인천광역시남동구만수2동,"24,289","9,870",2.46,"11,903","12,386",0.96
903,2820058000,인천광역시남동구만수3동,"17,709","7,438",2.38,"8,959","8,750",1.02
904,2820058100,인천광역시남동구만수4동,"21,056","9,166",2.3,"10,283","10,773",0.95
905,2820058200,인천광역시남동구만수5동,"15,307","7,646",2.0,"7,624","7,683",0.99
906,2820058300,인천광역시남동구만수6동,"24,342","10,319",2.36,"11,809","12,533",0.94
907,2820065000,인천광역시남동구장수서창동,"19,919","7,987",2.49,"9,921","9,998",0.99
908,2820065500,인천광역시남동구서창2동,"39,527","15,837",2.5,"19,636","19,891",0.99
909,2820066000,인천광역시남동구남촌도림동,"21,097","9,306",2.27,"10,822","10,275",1.05
910,2820069000,인천광역시남동구논현1동,"32,014","13,475",2.38,"16,151","15,863",1.02
911,2820070000,인천광역시남동구논현2동,"32,974","15,094",2.18,"16,670","16,304",1.02
912,2820071000,인천광역시남동구논현고잔동,"41,336","15,694",2.63,"20,436","20,900",0.98
913,2823700000,인천광역시부평구,"486,765","213,372",2.28,"240,348","246,417",0.98
914,2823751000,인천광역시부평구부평1동,"36,682","16,748",2.19,"17,662","19,020",0.93
915,2823752000,인천광역시부평구부평2동,"14,921","7,205",2.07,"7,441","7,480",0.99
916,2823753000,인천광역시부평구부평3동,"12,746","6,300",2.02,"6,353","6,393",0.99
917,2823754000,인천광역시부평구부평4동,"36,983","18,607",1.99,"18,276","18,707",0.98
918,2823755000,인천광역시부평구부평5동,"31,745","15,476",2.05,"15,644","16,101",0.97
919,2823756000,인천광역시부평구부평6동,"14,975","7,285",2.06,"7,375","7,600",0.97
920,2823757000,인천광역시부평구산곡1동,"11,697","5,466",2.14,"5,892","5,805",1.01
921,2823758000,인천광역시부평구산곡2동,"31,200","11,022",2.83,"15,363","15,837",0.97
922,2823758100,인천광역시부평구산곡3동,"22,079","8,867",2.49,"10,713","11,366",0.94
923,2823758200,인천광역시부평구산곡4동,"17,762","6,679",2.66,"8,489","9,273",0.92
924,2823759100,인천광역시부평구청천1동,"6,913","3,466",1.99,"3,709","3,204",1.16
925,2823759200,인천광역시부평구청천2동,"35,302","14,595",2.42,"17,630","17,672",1.0
