,,,,매출금액,매출금액,매출금액,매출금액,매출금액,매출금액
연도,,,,2017,2018,2019,2020,2021,2022
행정구역 구분 코드,행정구역 명,생활밀접업종 분류코드,생활밀접업종명,,,,,,
2,동두천시,1,여자용 겉옷 소매업,90907241.0,159209753.0,145503305.0,74133595.0,65122293.0,27037624.0
2,동두천시,1,운동 및 경기용품 소매업,1539994889.0,635535298.0,1547017362.0,2020092438.0,2019993939.0,338613429.0
2,동두천시,1,육류 소매업,16393357266.0,11717729733.0,15002587732.0,13188539596.0,13186109178.0,4450318699.0
2,동두천시,1,의약품 및 의료용품 소매업,29753570890.0,27271504995.0,27830596861.0,24310689411.0,24306258108.0,6254448662.0
2,동두천시,1,자전거 및 기타 운송장비 소매업,92477863.0,125186248.0,35439360.0,20309937.0,35347852.0,
2,동두천시,1,전기용품 및 조명장치 소매업,2814708836.0,2805060845.0,3335359319.0,3344907830.0,3330770413.0,602164112.0
2,동두천시,1,전자상거래 소매업,1167033.0,4889011.0,2139546.0,11050350.0,68134917.0,
2,동두천시,1,"주방용품 및 가정용 유리, 요업제품 소매업",570963085.0,577012589.0,562970056.0,1334344697.0,1334216970.0,380318926.0
2,동두천시,1,철물 및 난방용구 소매업,5749296368.0,5917808887.0,5384063823.0,4898849261.0,4902491921.0,1118796047.0
2,동두천시,1,체인화 편의점,38010124372.0,35763327868.0,39574238982.0,35253509497.0,35259273961.0,9055068032.0
2,동두천시,1,"컴퓨터 및 주변장치, 소프트웨어 소매업",604992352.0,609035403.0,650027664.0,382005359.0,381988012.0,124427393.0
2,동두천시,1,통신기기 소매업,1218216702.0,1337748288.0,1203020580.0,1942092728.0,1532704961.0,379137686.0
2,동두천시,1,"페인트, 창호 및 기타 건설자재 소매업",1091411349.0,942067959.0,1233863678.0,1282797791.0,1172991138.0,126119752.0
2,동두천시,1,"화장품, 비누 및 방향제 소매업",4773349414.0,3581211672.0,3443724941.0,3231328685.0,3231077127.0,606703588.0
2,동두천시,1,화초 및 식물 소매업,1168827930.0,1337143646.0,1377575822.0,1951266837.0,1952955114.0,422299098.0
2,동두천시,2,가전제품 수리업,965920088.0,1342590039.0,998959794.0,1389340414.0,1389064403.0,291005218.0
2,동두천시,2,가정용 세탁업,1195316337.0,1167912356.0,1258190346.0,1369002135.0,1369118957.0,392453548.0
2,동두천시,2,골프 연습장 운영업,958302718.0,918878423.0,1191120861.0,891855378.0,892126312.0,314206342.0
2,동두천시,2,기숙사 및 고시원 운영업,317974332.0,241980903.0,322970285.0,1413320777.0,1303319403.0,279949223.0
2,동두천시,2,기타 교습학원,94470722.0,149812054.0,132563127.0,114356605.0,120216001.0,28241547.0
2,동두천시,2,기타 미용업,640276823.0,682503233.0,640040598.0,580496978.0,579778887.0,211405035.0
2,동두천시,2,기타 예술학원,174196766.0,184555552.0,225993436.0,140207097.0,150645437.0,38139666.0
2,동두천시,2,노래 연습장 운영업,1635498209.0,1513753036.0,1213814006.0,1049087185.0,1048932226.0,222257434.0
2,동두천시,2,당구장 운영업,1482675132.0,1123089107.0,1176715503.0,781095125.0,781014257.0,168822151.0
2,동두천시,2,두발 미용업,7210748381.0,7302211440.0,7726600901.0,6635735948.0,6636929173.0,1654393399.0
2,동두천시,2,방문 교육학원,81003208.0,69002430.0,122993776.0,15999888.0,15999609.0,2639681.0
2,동두천시,2,부동산 중개 및 대리업,6003251894.0,5408902962.0,4056908558.0,5738106505.0,5737839894.0,1389636011.0
2,동두천시,2,여관업,5029715806.0,4815888279.0,4584393882.0,3730083620.0,3730474168.0,991458065.0
2,동두천시,2,외국어학원,1004318757.0,900110454.0,705916324.0,399962054.0,399942222.0,121968582.0
2,동두천시,2,일반 교과학원,3871500411.0,4242005243.0,4955999739.0,5260354083.0,5262804693.0,1405614658.0
2,동두천시,2,일반의원,7275280649.0,8179771736.0,7583239400.0,6339595252.0,6340375315.0,1674046102.0
2,동두천시,2,자동차 세차업,388972160.0,529091922.0,480946143.0,465042522.0,464986157.0,71455489.0
2,동두천시,2,자동차 전문 수리업,8843502349.0,8975092399.0,10088171487.0,9366183332.0,9365889957.0,2240094504.0
2,동두천시,2,체력 단련시설 운영업,1121114120.0,1230228579.0,1048944879.0,560952503.0,560976348.0,328456875.0
2,동두천시,2,치과의원,6180881903.0,5518360660.0,7667547321.0,6823851297.0,6824223478.0,2416152666.0
2,동두천시,2,컴퓨터 게임방 운영업,2124237609.0,3087564208.0,3495552392.0,1628819681.0,1628804782.0,285086443.0
2,동두천시,2,피부 미용업,571942827.0,606081816.0,775960849.0,852847413.0,852877791.0,209111653.0
2,동두천시,2,한의원,3172269445.0,3302102668.0,3776303317.0,2774913483.0,2773251432.0,745940834.0
2,동두천시,3,기타 주점업,12854517704.0,13573905512.0,14712782988.0,10724094356.0,10720310495.0,1557070834.0
2,동두천시,3,김밥 및 기타 간이 음식점업,6051215258.0,5791878894.0,6082160346.0,6504518906.0,6505317004.0,1278011736.0
2,동두천시,3,서양식 음식점업,1727997782.0,2314992864.0,3876919519.0,3999124781.0,3998850208.0,1022071657.0
2,동두천시,3,일식 음식점업,2629952605.0,3390478916.0,3058397502.0,3661385117.0,3662758465.0,853065665.0
2,동두천시,3,제과점업,4856699746.0,5780113108.0,5814771542.0,4788152704.0,4789667324.0,1251724492.0
2,동두천시,3,중식 음식점업,5002488227.0,7475061412.0,7803048272.0,8759947574.0,8760694921.0,2084234788.0
2,동두천시,3,한식 일반 음식점업,39584300214.0,42882432201.0,40528727454.0,40847241079.0,40855263453.0,8630699578.0
2,부천시,1,가구 소매업,23731841867.0,28869288236.0,28409542140.0,29357485285.0,29380400489.0,6176727261.0
2,부천시,1,가방 및 기타 가죽제품 소매업,2665826723.0,3580655135.0,2396000413.0,2447297604.0,2032334875.0,588845724.0
2,부천시,1,가전제품 소매업,21077075184.0,24010514617.0,26527752536.0,19813045247.0,19811974979.0,3799382990.0
2,부천시,1,가정용 직물제품 소매업,15447175476.0,12732759952.0,11371004375.0,11843373609.0,11840903853.0,2253695053.0
2,부천시,1,건강 보조식품 소매업,10689723840.0,14252396601.0,16096410192.0,17864011373.0,17856480167.0,4408862822.0
2,부천시,1,"게임용구, 인형 및 장난감 소매업",3582667739.0,7486363939.0,11783297096.0,10588007712.0,10582669045.0,753814215.0
2,부천시,1,"곡물, 곡분 및 가축 사료 소매업",12609871077.0,12637846536.0,13421551817.0,13148071819.0,13162332872.0,3620474984.0
2,부천시,1,그 외 기타 분류 안된 가정용품 소매업,7850004286.0,9757852389.0,9810444728.0,6622580675.0,6622950376.0,1666332832.0
2,부천시,1,기타 식료품 소매업,12456369519.0,11577984907.0,9633865796.0,8187965880.0,9178450608.0,3725250258.0
2,부천시,1,기타 음ㆍ식료품 위주 종합 소매업,45845611617.0,72854988702.0,104794480785.0,121128707933.0,125815847435.0,31915048347.0
2,부천시,1,기타 의복 소매업,42484884044.0,44334793189.0,42863135191.0,40498355052.0,40489204764.0,9435582724.0
2,부천시,1,남자용 겉옷 소매업,11382341557.0,15009838580.0,13932174987.0,8405047035.0,8404954538.0,1661860799.0
2,부천시,1,문구용품 및 회화용품 소매업,11044961645.0,10575913665.0,13269344632.0,14780303790.0,14782848875.0,5048194343.0
2,부천시,1,"서적, 신문 및 잡지류 소매업",15313721308.0,15155249968.0,17297514085.0,15147644070.0,15142737685.0,3486793090.0
2,부천시,1,"섬유 원단, 실 및 기타 섬유제품 소매업",1394248213.0,1397981277.0,1161244717.0,1759858342.0,1760087131.0,647699930.0
2,부천시,1,셔츠 및 블라우스 소매업,185801120.0,,,1378182.0,72686.0,
2,부천시,1,속옷 및 잠옷 소매업,8206075373.0,13681534480.0,13810942818.0,12750222516.0,12750766384.0,2619864103.0
2,부천시,1,슈퍼마켓,89702392178.0,81202642047.0,79311685982.0,63603535077.0,63600052469.0,16150981710.0
2,부천시,1,시계 및 귀금속 소매업,19848150721.0,20083452475.0,19929469709.0,13400611730.0,13400191118.0,3706678618.0
2,부천시,1,신발 소매업,10386933071.0,10778438164.0,13460671517.0,9810467744.0,9807340682.0,2205290756.0
2,부천시,1,안경 및 렌즈 소매업,30682447577.0,26817728791.0,28664715114.0,23803839610.0,23804185275.0,5995873943.0
2,부천시,1,애완용 동물 및 관련용품 소매업,11735468825.0,12088089000.0,13050124361.0,15307127072.0,15299242661.0,4318469128.0
2,부천시,1,운동 및 경기용품 소매업,20341364164.0,19640114540.0,19162244435.0,16232534885.0,16229334578.0,4501762378.0
2,부천시,1,육류 소매업,123632411382.0,132592112309.0,128767389740.0,132470297273.0,132472920878.0,39219346505.0
2,부천시,1,의약품 및 의료용품 소매업,211224876625.0,218075992615.0,232385450257.0,228030251890.0,228045872962.0,76959728088.0
2,부천시,1,자전거 및 기타 운송장비 소매업,,,42914773.0,1139029.0,196507768.0,32235455.0
2,부천시,1,전기용품 및 조명장치 소매업,7122041826.0,7854212062.0,11982750537.0,14851756166.0,11293441716.0,1802108153.0
2,부천시,1,전자상거래 소매업,2565160127.0,2439757504.0,2545492377.0,1349060764.0,1208662995.0,150540393.0
2,부천시,1,"주방용품 및 가정용 유리, 요업제품 소매업",12293306012.0,14277802005.0,11852598179.0,13133656546.0,13132622983.0,3718266051.0
2,부천시,1,철물 및 난방용구 소매업,11683869836.0,14307661402.0,15387447721.0,21450678568.0,21425742122.0,5920302017.0
2,부천시,1,체인화 편의점,273440492381.0,296069679076.0,286460076179.0,259100222437.0,259031500421.0,70257442594.0
2,부천시,1,"컴퓨터 및 주변장치, 소프트웨어 소매업",9595328266.0,9644713680.0,11897251972.0,13095900095.0,13092822696.0,3940270562.0
2,부천시,1,통신기기 소매업,8294264377.0,9400646843.0,11385905082.0,11590179773.0,13589056984.0,2627453471.0
2,부천시,1,"페인트, 창호 및 기타 건설자재 소매업",1118356036.0,2296169340.0,3242801506.0,4295787190.0,5644573016.0,1561027149.0
2,부천시,1,"화장품, 비누 및 방향제 소매업",43757786620.0,42857562379.0,36116909924.0,28444309844.0,28433088756.0,5613322846.0
2,부천시,1,화초 및 식물 소매업,16545708973.0,21251209752.0,23870631787.0,20107786942.0,20113205308.0,6534321746.0
2,부천시,2,가전제품 수리업,13021966118.0,17930775985.0,18201058343.0,15000379859.0,14998685567.0,2644069772.0
2,부천시,2,가정용 세탁업,10994899274.0,13185971921.0,13443921277.0,10919347872.0,10925122248.0,2808730134.0
2,부천시,2,골프 연습장 운영업,13188211006.0,13004934403.0,13105999089.0,12709864812.0,12715366448.0,6157117076.0
2,부천시,2,기숙사 및 고시원 운영업,3638753300.0,354973827.0,329927706.0,2060117587.0,2060239769.0,322175789.0
2,부천시,2,기타 교습학원,573001132.0,487999161.0,722438766.0,750296150.0,971568978.0,216950069.0
2,부천시,2,기타 미용업,7404466139.0,7497949717.0,8064436213.0,6548488772.0,6549632597.0,1596350666.0
2,부천시,2,기타 예술학원,2227994419.0,2410035419.0,2763023152.0,2178056282.0,2177988156.0,765504171.0
2,부천시,2,노래 연습장 운영업,36437544027.0,36644024968.0,37433854514.0,18911444952.0,18913813916.0,3773655186.0
2,부천시,2,당구장 운영업,10112591116.0,9452358723.0,10195742530.0,7122855597.0,7121504411.0,1740766399.0
2,부천시,2,두발 미용업,70351969467.0,72319272813.0,73896198919.0,70008786574.0,69988706925.0,18660687836.0
2,부천시,2,방문 교육학원,1502046908.0,2212033551.0,2128359965.0,760165930.0,760185088.0,253388105.0
2,부천시,2,부동산 중개 및 대리업,2152068279.0,2360871340.0,3104920495.0,3512141054.0,2563452023.0,404625392.0
2,부천시,2,여관업,29708454377.0,33703748994.0,31951218159.0,20055440875.0,20055945687.0,4631643175.0
2,부천시,2,외국어학원,11585009203.0,11681092838.0,12030746083.0,10185840193.0,10186034672.0,2930322151.0
2,부천시,2,일반 교과학원,97878429070.0,98616941389.0,100003024566.0,85880683604.0,85856788872.0,25805036601.0
2,부천시,2,일반의원,119509296447.0,121970789394.0,124234051395.0,99397193378.0,99368289383.0,30893891492.0
2,부천시,2,자동차 세차업,3925445747.0,5131594083.0,6876059254.0,8708480119.0,8701054765.0,2748444489.0
2,부천시,2,자동차 전문 수리업,55285630945.0,59170616515.0,57191475584.0,59985436016.0,59976003449.0,14830103491.0
2,부천시,2,체력 단련시설 운영업,12462788837.0,13976945684.0,15364730589.0,12822843018.0,12822526439.0,4488559714.0
2,부천시,2,치과의원,78006822082.0,78445256884.0,77931731792.0,74949775631.0,74957007299.0,25296639683.0
2,부천시,2,컴퓨터 게임방 운영업,19151804608.0,24783796720.0,30919037496.0,17904310923.0,17906020429.0,3447660027.0
2,부천시,2,피부 미용업,12519176131.0,13672225192.0,14872584158.0,10884025967.0,10882876160.0,3048123339.0
2,부천시,2,한의원,48814567334.0,54913386064.0,55373739816.0,44212046430.0,44212958786.0,11977999360.0
2,부천시,3,기타 주점업,103621173270.0,104340057091.0,105267805206.0,86728196254.0,86750977002.0,16264814004.0
2,부천시,3,김밥 및 기타 간이 음식점업,64962022771.0,75429176524.0,83607184231.0,74905651009.0,74873813158.0,14996312036.0
2,부천시,3,서양식 음식점업,10628187758.0,14384925858.0,14608959219.0,18284441637.0,18284446634.0,4837507727.0
2,부천시,3,일식 음식점업,33085613822.0,35700879119.0,37332370908.0,37817060255.0,37821335622.0,9531393883.0
2,부천시,3,제과점업,48427841703.0,56345492650.0,56080734663.0,46913555442.0,46893714945.0,12787011848.0
2,부천시,3,중식 음식점업,46998204498.0,55378140156.0,63515988280.0,69529712452.0,69505331502.0,17885179122.0
2,부천시,3,한식 일반 음식점업,389273483916.0,372409490038.0,372971861906.0,356381174513.0,356465605443.0,81018628382.0
2,성남시,1,가구 소매업,37763320584.0,45534206470.0,43024907453.0,41579297742.0,41564731112.0,7341023243.0
2,성남시,1,가방 및 기타 가죽제품 소매업,13919666848.0,10438471392.0,8945556571.0,7559113078.0,8130527232.0,1773462500.0
2,성남시,1,가전제품 소매업,13403271517.0,13282024650.0,10828158415.0,9362870913.0,10890748350.0,1988295489.0
2,성남시,1,가정용 직물제품 소매업,17209377018.0,16741224122.0,17380677879.0,14417025748.0,14418006324.0,3243315304.0
2,성남시,1,건강 보조식품 소매업,18837099414.0,20293016725.0,19816564905.0,16456451621.0,16457117629.0,4413971683.0
2,성남시,1,"게임용구, 인형 및 장난감 소매업",5720390803.0,8886188532.0,9812994835.0,7929404218.0,7935021937.0,1532048618.0
2,성남시,1,"곡물, 곡분 및 가축 사료 소매업",7695624820.0,9761609136.0,11789696193.0,9369684093.0,9363649288.0,2383987838.0
2,성남시,1,그 외 기타 분류 안된 가정용품 소매업,5454373444.0,6722000610.0,10108214407.0,5904795648.0,5904547315.0,1215243195.0
2,성남시,1,기타 식료품 소매업,10062927845.0,10069022347.0,11592804344.0,11653154810.0,13922555259.0,3690760140.0
2,성남시,1,기타 음ㆍ식료품 위주 종합 소매업,134579578463.0,125085333940.0,115080743868.0,113581973796.0,113510564602.0,27124580027.0
2,성남시,1,기타 의복 소매업,48783623903.0,54592924866.0,52624955015.0,45954194909.0,45979800025.0,9293261572.0
2,성남시,1,남자용 겉옷 소매업,24643261218.0,22617275605.0,23144855055.0,16764812021.0,16765546408.0,3826939362.0
2,성남시,1,문구용품 및 회화용품 소매업,21283104070.0,24736625476.0,24594807913.0,23832041170.0,23834839901.0,4685670804.0
2,성남시,1,"서적, 신문 및 잡지류 소매업",22294355979.0,21967139809.0,22177302377.0,20567587064.0,20567730089.0,4661731813.0
2,성남시,1,"섬유 원단, 실 및 기타 섬유제품 소매업",982841536.0,449897422.0,905586280.0,595739214.0,571484958.0,136156591.0
2,성남시,1,셔츠 및 블라우스 소매업,,,59495103.0,4528140.0,10488161.0,
2,성남시,1,속옷 및 잠옷 소매업,16108711733.0,15051946724.0,14629485862.0,10775626861.0,10776458818.0,2205848712.0
2,성남시,1,슈퍼마켓,76618793862.0,68527853956.0,52507171599.0,53909552351.0,53910469559.0,12438703910.0
2,성남시,1,시계 및 귀금속 소매업,18452085902.0,20510649622.0,17454767689.0,16728126188.0,16728604967.0,5231850352.0
2,성남시,1,신발 소매업,27653347990.0,22594780913.0,19462117150.0,13135890090.0,13140774139.0,2150838734.0
2,성남시,1,안경 및 렌즈 소매업,43074457254.0,44467631485.0,45431327616.0,35746556065.0,35748155918.0,8735400314.0
2,성남시,1,애완용 동물 및 관련용품 소매업,9268148849.0,10095686005.0,8899919874.0,10339244528.0,10338736793.0,3281152494.0
2,성남시,1,여자용 겉옷 소매업,2806906554.0,1345749176.0,2374828388.0,1866583140.0,3979889773.0,60091901.0
2,성남시,1,운동 및 경기용품 소매업,35149041676.0,33254658987.0,32974681051.0,30508702953.0,30509634872.0,7040159204.0
2,성남시,1,육류 소매업,123362016060.0,121376250899.0,126643148058.0,145879505083.0,145918413418.0,41304950411.0
2,성남시,1,의약품 및 의료용품 소매업,246558982175.0,277354014403.0,286628957496.0,267144952015.0,267136383005.0,72271538949.0
2,성남시,1,자전거 및 기타 운송장비 소매업,85500084.0,98231340.0,59696074.0,213746570.0,62181944.0,6075992.0
2,성남시,1,전기용품 및 조명장치 소매업,12678828592.0,12204881003.0,12500876688.0,20729515914.0,20731979245.0,4945777276.0
2,성남시,1,전자상거래 소매 중개업,113213355550.0,189115550636.0,281897648337.0,409740622574.0,655479700149.0,221053073675.0
2,성남시,1,전자상거래 소매업,119845518197.0,251375928391.0,817197856921.0,1240074032504.0,1485503904154.0,382774961535.0
2,성남시,1,"주방용품 및 가정용 유리, 요업제품 소매업",11931085595.0,13929214231.0,15090867021.0,17821854267.0,17825896320.0,6325754043.0
2,성남시,1,철물 및 난방용구 소매업,20554585207.0,23941446096.0,22208791830.0,27638684852.0,27640553279.0,7001682612.0
2,성남시,1,체인화 편의점,328422233578.0,338608341916.0,325169518009.0,300840696164.0,300795338958.0,76037276012.0
2,성남시,1,"컴퓨터 및 주변장치, 소프트웨어 소매업",10408410945.0,12271924872.0,11673469143.0,10505491032.0,10506316710.0,1852214594.0
2,성남시,1,통신기기 소매업,29297830061.0,26570244433.0,20890973966.0,18319010890.0,19092700890.0,3496756633.0
2,성남시,1,"페인트, 창호 및 기타 건설자재 소매업",15358490270.0,16933900001.0,16846751881.0,16520333363.0,16518575878.0,3291954845.0
2,성남시,1,"화장품, 비누 및 방향제 소매업",54933891337.0,46588013496.0,43627183369.0,33088740641.0,33090632888.0,6859787789.0
2,성남시,1,화초 및 식물 소매업,26564418343.0,29523676901.0,30771792484.0,24984119852.0,24994540249.0,6396448365.0
2,성남시,2,가전제품 수리업,9437578807.0,10398445051.0,12598431425.0,13917808868.0,13917474202.0,3033836322.0
2,성남시,2,가정용 세탁업,19865914835.0,21510243413.0,22861912484.0,18389371879.0,18390359642.0,4221121770.0
2,성남시,2,골프 연습장 운영업,16926725127.0,18667716921.0,21399241871.0,17998944487.0,18001634541.0,5368870046.0
2,성남시,2,기숙사 및 고시원 운영업,12583853213.0,15376960046.0,1151274495.0,1641953763.0,1641956164.0,328138087.0
2,성남시,2,기타 교습학원,2946884073.0,3189275686.0,3579762520.0,2408597399.0,2232328566.0,528706242.0
2,성남시,2,기타 미용업,12364517204.0,11834491451.0,12032669783.0,10156441476.0,10158263847.0,2657750435.0
2,성남시,2,기타 예술학원,4487942907.0,4976993238.0,5934891811.0,3780383483.0,5024047905.0,1181254543.0
2,성남시,2,노래 연습장 운영업,51192971907.0,50639102302.0,50849793978.0,24743338034.0,24752900617.0,3747582643.0
2,성남시,2,당구장 운영업,8999615294.0,9380794108.0,9528813574.0,7302851330.0,7301332550.0,1761850390.0
2,성남시,2,두발 미용업,92123510531.0,96788496536.0,102062234211.0,79737938688.0,79733472789.0,18970534434.0
2,성남시,2,방문 교육학원,2190810817.0,2605300994.0,2789453845.0,2269498311.0,2268997390.0,404849276.0
2,성남시,2,부동산 중개 및 대리업,110591361344.0,125030881473.0,107441998345.0,139028521637.0,139012407256.0,29377965353.0
2,성남시,2,여관업,36941889168.0,35557664661.0,37979504743.0,31151418438.0,31146833615.0,10991265645.0
2,성남시,2,외국어학원,8501990998.0,9441751899.0,12081783929.0,9561649777.0,9561925889.0,2752188955.0
2,성남시,2,일반 교과학원,173044849461.0,175005134053.0,178251493062.0,134316364519.0,134328226703.0,36764194187.0
2,성남시,2,일반의원,163243844428.0,181984533964.0,186194802010.0,160977526132.0,160981136986.0,45900412582.0
2,성남시,2,자동차 세차업,6440544431.0,6364615277.0,7631601683.0,9587726286.0,9588269599.0,2959403167.0
2,성남시,2,자동차 전문 수리업,49473087470.0,50620493898.0,50688013011.0,57736472917.0,57740734947.0,12680236896.0
2,성남시,2,체력 단련시설 운영업,21872037261.0,24977861047.0,23940361916.0,17956259124.0,17957212596.0,6571170445.0
2,성남시,2,치과의원,122321900011.0,131649029937.0,136838635788.0,107822252255.0,107826157822.0,28903755627.0
2,성남시,2,컴퓨터 게임방 운영업,22487812624.0,27369856370.0,31905894791.0,18711792146.0,18712106228.0,4121087635.0
2,성남시,2,피부 미용업,19730337838.0,19876383770.0,20328289683.0,14337313900.0,14335056097.0,3647972464.0
2,성남시,2,한의원,79714047755.0,81932105607.0,84613975051.0,71117344935.0,71101203514.0,16662536031.0
2,성남시,3,기타 주점업,144556143097.0,155577805665.0,149302688992.0,102808223487.0,102804358926.0,17429655864.0
2,성남시,3,김밥 및 기타 간이 음식점업,91905244806.0,107132574604.0,117231660059.0,99049736083.0,99083081818.0,19601029484.0
2,성남시,3,서양식 음식점업,34370454580.0,38029423312.0,44224466199.0,38412049460.0,38412908875.0,9684648889.0
2,성남시,3,일식 음식점업,76622917803.0,84359347014.0,86240445612.0,64750526220.0,64752235780.0,16783945782.0
2,성남시,3,제과점업,69564620005.0,72383482787.0,75220364132.0,65724409351.0,65738426155.0,16324178718.0
2,성남시,3,중식 음식점업,73004334537.0,77822274780.0,79625141023.0,74706939085.0,74713715715.0,17665204074.0
2,성남시,3,한식 육류 요리 전문점,7244473858.0,5151396516.0,4537722706.0,3030777954.0,2556824297.0,530987893.0
2,성남시,3,한식 일반 음식점업,393191176190.0,378748958899.0,377009054472.0,364573673500.0,364590473315.0,78294923682.0
2,수원시,1,가구 소매업,38579992589.0,43579103319.0,37599803847.0,55565026683.0,55595099548.0,8760742739.0
2,수원시,1,가방 및 기타 가죽제품 소매업,8859632458.0,6972403140.0,7233318513.0,4480274319.0,4635070827.0,852582334.0
2,수원시,1,가전제품 소매업,29265049213.0,26573899582.0,28251045777.0,17323775100.0,17324193937.0,2883704803.0
2,수원시,1,가정용 직물제품 소매업,19197971490.0,17888396194.0,18069613307.0,16476824574.0,16471767317.0,2759865027.0
2,수원시,1,건강 보조식품 소매업,20808191272.0,21899503698.0,23528015603.0,25557677130.0,25556166748.0,6088463427.0
2,수원시,1,"게임용구, 인형 및 장난감 소매업",11366581352.0,8530597819.0,7434629921.0,15801492901.0,15803309750.0,4281542884.0
2,수원시,1,"곡물, 곡분 및 가축 사료 소매업",12182060883.0,13323865134.0,13698652789.0,11325944435.0,11339889076.0,2488684577.0
2,수원시,1,그 외 기타 분류 안된 가정용품 소매업,6076260375.0,6278877946.0,6700711082.0,8260303714.0,8260052951.0,1799923558.0
2,수원시,1,기타 식료품 소매업,12748905596.0,14118217429.0,14638964857.0,16845596098.0,20294222287.0,5488758935.0
2,수원시,1,기타 음ㆍ식료품 위주 종합 소매업,182251921794.0,177243125143.0,171071359757.0,145827748482.0,145847977714.0,37095884983.0
2,수원시,1,기타 의복 소매업,58011000707.0,64760972457.0,58613621395.0,43431360107.0,43428984288.0,11165768284.0
2,수원시,1,남자용 겉옷 소매업,16444749960.0,16280926814.0,15491284106.0,14681111852.0,14681554314.0,2776088871.0
2,수원시,1,문구용품 및 회화용품 소매업,24790242137.0,21910836265.0,21872690606.0,20043225821.0,20043208015.0,4331462115.0
2,수원시,1,"서적, 신문 및 잡지류 소매업",24615755958.0,23643116535.0,27477718495.0,18174490458.0,18173778078.0,4838891954.0
2,수원시,1,"섬유 원단, 실 및 기타 섬유제품 소매업",1396808104.0,1397248156.0,1430040936.0,1240759682.0,1241075750.0,261533243.0
2,수원시,1,셔츠 및 블라우스 소매업,4752601412.0,3594612580.0,3182133119.0,1357519979.0,875474028.0,157334525.0
2,수원시,1,속옷 및 잠옷 소매업,19685374027.0,19979649883.0,16798864267.0,15419683167.0,15417160602.0,3085915377.0
2,수원시,1,슈퍼마켓,138121133323.0,122675134018.0,107613614455.0,96529821893.0,96526677877.0,21623833921.0
2,수원시,1,시계 및 귀금속 소매업,32310378572.0,33002213183.0,32691010921.0,27116655870.0,27117605832.0,8557681291.0
2,수원시,1,신발 소매업,30102682471.0,28493079454.0,26202909774.0,22065789886.0,22083208256.0,3382922079.0
2,수원시,1,안경 및 렌즈 소매업,48806122211.0,47900804169.0,49781318964.0,43992176181.0,43996405107.0,10370886177.0
2,수원시,1,애완용 동물 및 관련용품 소매업,16538446898.0,18705611268.0,17849328317.0,12802992079.0,12801284764.0,3797205020.0
2,수원시,1,여자용 겉옷 소매업,1232455456.0,1007568350.0,1126792066.0,642791219.0,455115557.0,120654814.0
2,수원시,1,운동 및 경기용품 소매업,25560350239.0,23815987855.0,25288813820.0,26748028342.0,26750480836.0,6114386957.0
2,수원시,1,육류 소매업,142274329467.0,142935401232.0,147033284397.0,157851684790.0,157813355026.0,44195938388.0
2,수원시,1,의약품 및 의료용품 소매업,280344719737.0,303648303061.0,318026794102.0,331972233691.0,331928205414.0,93178290024.0
2,수원시,1,자전거 및 기타 운송장비 소매업,172567157.0,25234310.0,136613986.0,86882397.0,134035746.0,13337355.0
2,수원시,1,전기용품 및 조명장치 소매업,13044480379.0,12076255320.0,14755391563.0,15102563483.0,15099150551.0,3384755902.0
2,수원시,1,전자상거래 소매업,82235017841.0,97144737918.0,93919835042.0,120051096363.0,20822915619.0,3078941467.0
2,수원시,1,"주방용품 및 가정용 유리, 요업제품 소매업",13632898154.0,15842590275.0,16754391871.0,16434055031.0,16435086657.0,3726675550.0
2,수원시,1,철물 및 난방용구 소매업,31495310943.0,28699742111.0,26448609361.0,26170518199.0,26172369344.0,7396230470.0
2,수원시,1,체인화 편의점,402661350516.0,416386187002.0,401672654319.0,360336585740.0,360301042904.0,93956383457.0
2,수원시,1,"컴퓨터 및 주변장치, 소프트웨어 소매업",12862801324.0,14148422935.0,10642627596.0,12784827186.0,12784811447.0,2633176064.0
2,수원시,1,통신기기 소매업,24800388631.0,24214040514.0,20921513347.0,21755430581.0,23341913719.0,4791550826.0
2,수원시,1,"페인트, 창호 및 기타 건설자재 소매업",18706982588.0,19543101268.0,16997248341.0,18960430235.0,18979404857.0,2962702407.0
2,수원시,1,"화장품, 비누 및 방향제 소매업",55829922378.0,57325633393.0,62298451901.0,35114446233.0,35120865050.0,7024031456.0
2,수원시,1,화초 및 식물 소매업,22533907257.0,26566192762.0,26031351848.0,24684854156.0,24674781570.0,5775702476.0
2,수원시,2,가전제품 수리업,26021591433.0,29249021681.0,32756168086.0,28715239292.0,28709917412.0,6040536031.0
2,수원시,2,가정용 세탁업,20390010723.0,22649369025.0,23605805855.0,17537876869.0,17538533410.0,4137770641.0
2,수원시,2,골프 연습장 운영업,18262619108.0,19575056253.0,18146814967.0,22089367072.0,22097261949.0,8488762724.0
2,수원시,2,기숙사 및 고시원 운영업,949769436.0,966404522.0,822636352.0,3512855228.0,3513255941.0,494371568.0
2,수원시,2,기타 교습학원,3035660989.0,3406462714.0,3853643344.0,3298476409.0,3695392523.0,929762583.0
2,수원시,2,기타 미용업,10626338595.0,11214658084.0,11864168603.0,9767665954.0,9769601301.0,2569510378.0
2,수원시,2,기타 예술학원,5695001750.0,7089612855.0,8362959877.0,4926937031.0,6135670453.0,1473762330.0
2,수원시,2,노래 연습장 운영업,67330223240.0,65598510176.0,64174079226.0,30651431074.0,30637929240.0,4295209113.0
