,,,,매출금액,매출금액,매출금액,매출금액,매출금액,매출금액
연도,,,,2017,2018,2019,2020,2021,2022
행정구역 구분 코드,행정구역 명,생활밀접업종 분류코드,생활밀접업종명,,,,,,
4,송산2동,2,골프 연습장 운영업,239948534.0,237924125.0,325074786.0,792874229.0,793471966.0,133822891.0
4,송산2동,2,기숙사 및 고시원 운영업,239737120.0,240352476.0,8114637.0,10999827.0,10999742.0,1229478.0
4,송산2동,2,기타 교습학원,18472346.0,20258931.0,34030093.0,43582983.0,61588250.0,20472755.0
4,송산2동,2,기타 미용업,267028262.0,224901323.0,180927352.0,159017452.0,159038778.0,22755624.0
4,송산2동,2,기타 예술학원,83000123.0,60462430.0,75984649.0,50822077.0,60081178.0,12460378.0
4,송산2동,2,노래 연습장 운영업,1100015358.0,1105800683.0,1064905203.0,292006518.0,291978250.0,61163881.0
4,송산2동,2,당구장 운영업,327117276.0,270023764.0,283970879.0,199995700.0,200043761.0,38340481.0
4,송산2동,2,두발 미용업,2515789062.0,3063633412.0,3270388627.0,2192342852.0,2192120188.0,527534505.0
4,송산2동,2,외국어학원,669027377.0,623028826.0,760031504.0,662072936.0,662013850.0,144710973.0
4,송산2동,2,일반 교과학원,4798026980.0,4931805234.0,5204329638.0,3378916474.0,3379384324.0,876487753.0
4,송산2동,2,일반의원,1776153914.0,1623629540.0,1647827398.0,1798200851.0,1798407861.0,454817961.0
4,송산2동,2,자동차 세차업,172856304.0,282305038.0,205977414.0,233987728.0,234001565.0,92137741.0
4,송산2동,2,자동차 전문 수리업,939939937.0,1028968078.0,2184273615.0,2093855165.0,2094106690.0,489985721.0
4,송산2동,2,체력 단련시설 운영업,429891310.0,421070725.0,454882262.0,208009387.0,207999545.0,74727876.0
4,송산2동,2,치과의원,1358064386.0,1344813556.0,1378773355.0,1109791997.0,1110190699.0,302767910.0
4,송산2동,2,컴퓨터 게임방 운영업,681827031.0,538062458.0,559958828.0,240983214.0,240978112.0,39224188.0
4,송산2동,2,피부 미용업,287071413.0,222968199.0,236046806.0,160027611.0,159975210.0,40300115.0
4,송산2동,2,한의원,1226862882.0,1238542871.0,1288535281.0,1466439620.0,1465137717.0,679794598.0
4,송산2동,3,기타 주점업,954996119.0,1465849392.0,1479959147.0,1884003265.0,1884605250.0,176554056.0
4,송산2동,3,김밥 및 기타 간이 음식점업,2020856544.0,2757394977.0,2643273497.0,3165322051.0,3166220962.0,547349362.0
4,송산2동,3,서양식 음식점업,545004331.0,514010728.0,428004114.0,716970940.0,716994692.0,171193838.0
4,송산2동,3,일식 음식점업,443931548.0,559972666.0,450971947.0,522913666.0,523093269.0,72582392.0
4,송산2동,3,제과점업,2125229135.0,1743984420.0,2327460948.0,1613974829.0,1613891706.0,409792185.0
4,송산2동,3,중식 음식점업,1531313645.0,2429143853.0,2806878597.0,970069205.0,970065694.0,197988236.0
4,송산2동,3,한식 일반 음식점업,9568573653.0,9236077849.0,10500896480.0,10034010622.0,10033262616.0,2070499936.0
4,송산3동,1,가구 소매업,1475064844.0,1475052490.0,1480931762.0,2708967579.0,2708860982.0,269143540.0
4,송산3동,1,가방 및 기타 가죽제품 소매업,183728552.0,161813552.0,3999869.0,39020599.0,39003640.0,2515497.0
4,송산3동,1,가전제품 소매업,264254210.0,257526953.0,96681776.0,247975482.0,247947290.0,21004007.0
4,송산3동,1,가정용 직물제품 소매업,957229781.0,1090181724.0,928201727.0,1165842454.0,1165995431.0,148419546.0
4,송산3동,1,건강 보조식품 소매업,72998512.0,196012139.0,1067616933.0,187014263.0,187002432.0,86618553.0
4,송산3동,1,"게임용구, 인형 및 장난감 소매업",800970017.0,473001894.0,162017624.0,489761961.0,601968382.0,145441234.0
4,송산3동,1,그 외 기타 분류 안된 가정용품 소매업,,,,82005716.0,4522525.0,
4,송산3동,1,기타 식료품 소매업,53448177.0,103968931.0,517014521.0,675015854.0,674999139.0,251475501.0
4,송산3동,1,기타 음ㆍ식료품 위주 종합 소매업,1846192057.0,1792651857.0,1860282438.0,2160604972.0,2160777180.0,998763630.0
4,송산3동,1,기타 의복 소매업,687034770.0,1022300977.0,409037962.0,195001207.0,195000930.0,44202480.0
4,송산3동,1,남자용 겉옷 소매업,203001576.0,329994726.0,217003674.0,264002237.0,264009678.0,52055364.0
4,송산3동,1,문구용품 및 회화용품 소매업,1169764585.0,1488807792.0,997141143.0,1200392550.0,1198350662.0,510025466.0
4,송산3동,1,"서적, 신문 및 잡지류 소매업",2735669013.0,2126160312.0,3382681638.0,4679347760.0,4677834893.0,1191248866.0
4,송산3동,1,속옷 및 잠옷 소매업,60258749.0,145924586.0,306966804.0,36224951.0,,61535672.0
4,송산3동,1,슈퍼마켓,2464821949.0,2944981120.0,1793969208.0,2673982436.0,2673971545.0,572109120.0
4,송산3동,1,시계 및 귀금속 소매업,206989682.0,771092419.0,1607524811.0,504027122.0,503973257.0,124278164.0
4,송산3동,1,신발 소매업,887218288.0,784355540.0,210978133.0,181039671.0,181065693.0,7630583.0
4,송산3동,1,안경 및 렌즈 소매업,1861795966.0,2833592667.0,1866164665.0,1887975807.0,1888077744.0,490434443.0
4,송산3동,1,애완용 동물 및 관련용품 소매업,291023806.0,87998219.0,24520659.0,407046445.0,407005266.0,118731786.0
4,송산3동,1,운동 및 경기용품 소매업,255998921.0,204996787.0,217988331.0,81999158.0,81999445.0,2894099.0
4,송산3동,1,육류 소매업,4016111448.0,4794104035.0,5013009633.0,7378671443.0,7377179499.0,2774854700.0
4,송산3동,1,의약품 및 의료용품 소매업,4905753125.0,4994005833.0,9842362877.0,14017887439.0,14018214284.0,4401767225.0
4,송산3동,1,전기용품 및 조명장치 소매업,9999195.0,76008774.0,321865354.0,373846465.0,374032654.0,577187788.0
4,송산3동,1,전자상거래 소매업,5081947092.0,8039726445.0,10871017840.0,15192145856.0,15176490891.0,8575191549.0
4,송산3동,1,"주방용품 및 가정용 유리, 요업제품 소매업",137998190.0,68010949.0,83208704.0,44423817.0,116541794.0,
4,송산3동,1,철물 및 난방용구 소매업,438246284.0,220889690.0,178099204.0,46998162.0,46999251.0,19014371.0
4,송산3동,1,체인화 편의점,10049825682.0,12571900030.0,13115075904.0,7636873139.0,7636777207.0,2016683984.0
4,송산3동,1,"컴퓨터 및 주변장치, 소프트웨어 소매업",180005389.0,417863021.0,371103903.0,579750459.0,579979865.0,72242397.0
4,송산3동,1,통신기기 소매업,385206842.0,1233724427.0,1117036710.0,465355999.0,528905442.0,73877082.0
4,송산3동,1,"페인트, 창호 및 기타 건설자재 소매업",66647549.0,82024924.0,174010518.0,6999985.0,,14503.0
4,송산3동,1,"화장품, 비누 및 방향제 소매업",1640691390.0,1848122597.0,2003777635.0,3317989433.0,3316759201.0,611909350.0
4,송산3동,1,화초 및 식물 소매업,275039179.0,1093031998.0,606897441.0,649835579.0,650186302.0,140458691.0
4,송산3동,2,가전제품 수리업,424066081.0,599185929.0,385510330.0,1091050245.0,1092796952.0,251017282.0
4,송산3동,2,가정용 세탁업,419903985.0,678898977.0,841835098.0,723893329.0,723823662.0,182580560.0
4,송산3동,2,골프 연습장 운영업,219024981.0,767070072.0,319979216.0,185007295.0,185004480.0,71020556.0
4,송산3동,2,기숙사 및 고시원 운영업,317186779.0,461475440.0,13648898.0,236020171.0,236050446.0,33764749.0
4,송산3동,2,기타 교습학원,9999936.0,11515868.0,30836010.0,41818952.0,58035570.0,16127519.0
4,송산3동,2,기타 미용업,328998489.0,513266464.0,645895714.0,754807747.0,754569323.0,65385261.0
4,송산3동,2,기타 예술학원,55902519.0,165999005.0,266002546.0,293993489.0,293997627.0,102076884.0
4,송산3동,2,노래 연습장 운영업,2879396204.0,2992071695.0,2272911212.0,1128033715.0,1127804574.0,253863895.0
4,송산3동,2,당구장 운영업,421099327.0,505907608.0,636057164.0,188989973.0,188977850.0,19268934.0
4,송산3동,2,두발 미용업,3108055232.0,4826126635.0,5641829545.0,4230219902.0,4230068065.0,1165284584.0
4,송산3동,2,부동산 중개 및 대리업,1973892039.0,75507770.0,167289869.0,251609117.0,90562000.0,12358820.0
4,송산3동,2,외국어학원,418317705.0,683771806.0,630093513.0,521021380.0,521018258.0,222114512.0
4,송산3동,2,일반 교과학원,2655081216.0,4643991083.0,6939875488.0,5103695116.0,5102368357.0,1569783861.0
4,송산3동,2,일반의원,2180999529.0,3499849569.0,4151819761.0,4893974969.0,4894376689.0,1812616958.0
4,송산3동,2,자동차 세차업,236086645.0,310176377.0,245959954.0,225029238.0,224937525.0,105385587.0
4,송산3동,2,자동차 전문 수리업,695098344.0,1891644852.0,2806877868.0,2420804187.0,2420433428.0,690230012.0
4,송산3동,2,체력 단련시설 운영업,1067047988.0,1702975220.0,1713755908.0,956076607.0,956051857.0,311562596.0
4,송산3동,2,치과의원,2356764768.0,3162506806.0,2707140582.0,1238027720.0,1237983240.0,381233476.0
4,송산3동,2,컴퓨터 게임방 운영업,854055388.0,1462078948.0,1855995143.0,614968542.0,614965334.0,155400186.0
4,송산3동,2,피부 미용업,521997333.0,716020187.0,990015801.0,1244993872.0,1244704921.0,329905787.0
4,송산3동,2,한의원,732148708.0,906160223.0,1054829055.0,1440331330.0,1440103716.0,424558048.0
4,송산3동,3,기타 주점업,4560003576.0,6567921191.0,7894331487.0,5619064647.0,5620883904.0,739548712.0
4,송산3동,3,김밥 및 기타 간이 음식점업,3753040853.0,5754888321.0,5973333248.0,3511972601.0,3512227660.0,663614233.0
4,송산3동,3,서양식 음식점업,591991563.0,1663992506.0,1919016046.0,1146002397.0,1146002426.0,302417783.0
4,송산3동,3,일식 음식점업,3207842029.0,4436778212.0,3372749050.0,2833860179.0,2833979040.0,1254624414.0
4,송산3동,3,제과점업,1923177778.0,3535305532.0,4627888255.0,3392467130.0,3392746202.0,737341754.0
4,송산3동,3,중식 음식점업,1966758973.0,1922975218.0,2361803758.0,3201372931.0,3202882472.0,864821754.0
4,송산3동,3,한식 일반 음식점업,13957447094.0,17650161095.0,19840780609.0,18385722279.0,18386045713.0,3683010696.0
4,송산동,1,가구 소매업,30339469708.0,30844557720.0,29776341039.0,15125376237.0,15125045792.0,2420329107.0
4,송산동,1,가방 및 기타 가죽제품 소매업,334718674.0,164003843.0,453876771.0,501241697.0,500553986.0,170744936.0
4,송산동,1,가전제품 소매업,3261363480.0,3320241129.0,1481951880.0,4469315199.0,4469300498.0,992940859.0
4,송산동,1,가정용 직물제품 소매업,3160822774.0,3942964295.0,1620829229.0,1011979944.0,1012053124.0,177591649.0
4,송산동,1,건강 보조식품 소매업,36999681.0,127989611.0,72007888.0,50998488.0,51003258.0,37028581.0
4,송산동,1,"게임용구, 인형 및 장난감 소매업",2467584161.0,2119747231.0,2104818667.0,2281786967.0,2281708274.0,375767788.0
4,송산동,1,"곡물, 곡분 및 가축 사료 소매업",1550684745.0,205455286.0,33999003.0,44001115.0,43999714.0,9834700.0
4,송산동,1,그 외 기타 분류 안된 가정용품 소매업,1265085495.0,1126992130.0,1375083685.0,1648084316.0,1647909705.0,610170440.0
4,송산동,1,기타 식료품 소매업,2980917386.0,3210863010.0,329999877.0,475998637.0,475999751.0,104156407.0
4,송산동,1,기타 음ㆍ식료품 위주 종합 소매업,7775075115.0,6000214609.0,7598904928.0,6854556034.0,6854653842.0,1363251859.0
4,송산동,1,기타 의복 소매업,19832592098.0,18996560716.0,16545941428.0,13750273598.0,13748638495.0,3675847032.0
4,송산동,1,남자용 겉옷 소매업,4750403658.0,5091612010.0,4372334607.0,3151240231.0,3150678788.0,439152145.0
4,송산동,1,문구용품 및 회화용품 소매업,543004888.0,353006540.0,536986679.0,1276022418.0,1275903728.0,293188406.0
4,송산동,1,"서적, 신문 및 잡지류 소매업",2115935037.0,2335441335.0,3914618742.0,1371794597.0,1372147879.0,244312096.0
4,송산동,1,"섬유 원단, 실 및 기타 섬유제품 소매업",613898525.0,524984722.0,353623390.0,700402647.0,700921713.0,90913677.0
4,송산동,1,속옷 및 잠옷 소매업,255976081.0,127021712.0,97018523.0,113973165.0,114034013.0,20949733.0
4,송산동,1,슈퍼마켓,2304015529.0,6632871175.0,4865058861.0,3124796322.0,2935289288.0,676092586.0
4,송산동,1,시계 및 귀금속 소매업,1761944.0,150773726.0,79530622.0,128042592.0,127983834.0,8454381.0
4,송산동,1,신발 소매업,549097062.0,190040611.0,169073693.0,216039452.0,216106003.0,48220137.0
4,송산동,1,안경 및 렌즈 소매업,511922822.0,311026838.0,251017593.0,453017932.0,452894469.0,148544707.0
4,송산동,1,애완용 동물 및 관련용품 소매업,5881856301.0,8738145128.0,3606549063.0,956037568.0,955886317.0,270587806.0
4,송산동,1,운동 및 경기용품 소매업,12071883735.0,10135676384.0,9975499688.0,12616219225.0,12617053482.0,2673067598.0
4,송산동,1,육류 소매업,7810113568.0,8776195510.0,7802207607.0,9980891661.0,9979521827.0,3041516135.0
4,송산동,1,의약품 및 의료용품 소매업,6293735771.0,5912955266.0,6350936175.0,10616599183.0,10613443889.0,3241999520.0
4,송산동,1,자전거 및 기타 운송장비 소매업,12000082.0,16000306.0,11999890.0,18999956.0,19000204.0,2618425.0
4,송산동,1,전기용품 및 조명장치 소매업,2815831208.0,1820900402.0,2147088014.0,515970102.0,516020939.0,90080927.0
4,송산동,1,전자상거래 소매업,,,88129342.0,245945802.0,91815705.0,246094819.0
4,송산동,1,"주방용품 및 가정용 유리, 요업제품 소매업",2293144572.0,2394945838.0,1896285075.0,1272870002.0,1273134217.0,297792798.0
4,송산동,1,철물 및 난방용구 소매업,2250073745.0,2299855813.0,1460935452.0,1459039500.0,1459080055.0,345291564.0
4,송산동,1,체인화 편의점,11951251928.0,12791765242.0,12225658867.0,9609910764.0,9610131697.0,2574845894.0
4,송산동,1,"컴퓨터 및 주변장치, 소프트웨어 소매업",821989969.0,834857354.0,727059342.0,973724777.0,974187950.0,374922968.0
4,송산동,1,통신기기 소매업,509551085.0,893541344.0,947286875.0,522318296.0,726985116.0,48659344.0
4,송산동,1,"페인트, 창호 및 기타 건설자재 소매업",4662320162.0,2393809211.0,1719038454.0,1819790224.0,1818998689.0,255899328.0
4,송산동,1,"화장품, 비누 및 방향제 소매업",320011968.0,337010846.0,1687521494.0,2560972203.0,2561067427.0,443302204.0
4,송산동,1,화초 및 식물 소매업,900071912.0,1007039048.0,1045765962.0,1131739027.0,1132334981.0,244029886.0
4,송산동,2,가전제품 수리업,792682137.0,1524304723.0,1928998523.0,2075362196.0,2076228700.0,376029545.0
4,송산동,2,가정용 세탁업,1196119561.0,1561274244.0,1496931804.0,1146104452.0,1145922078.0,249784568.0
4,송산동,2,골프 연습장 운영업,2475963935.0,2458862107.0,2967385364.0,2457085887.0,2457155125.0,888183991.0
4,송산동,2,기숙사 및 고시원 운영업,8749195.0,9817979.0,9627981.0,90001844.0,89995031.0,6564233.0
4,송산동,2,기타 교습학원,32122506.0,28999878.0,29256910.0,30351815.0,44988769.0,10150106.0
4,송산동,2,기타 미용업,2029868.0,208915870.0,120039784.0,163783999.0,198940489.0,139076688.0
4,송산동,2,기타 예술학원,87999824.0,102998903.0,114999803.0,118998367.0,118998613.0,49979520.0
4,송산동,2,노래 연습장 운영업,659069012.0,657162819.0,704838095.0,541974694.0,542187395.0,114896508.0
4,송산동,2,당구장 운영업,622779257.0,370994306.0,380088905.0,349936910.0,349906437.0,87589725.0
4,송산동,2,두발 미용업,1385135044.0,1671102216.0,1615939229.0,2586995894.0,2586999103.0,681009193.0
4,송산동,2,방문 교육학원,10855494.0,2433869.0,,,70056561.0,
4,송산동,2,부동산 중개 및 대리업,197.0,,,,53959672.0,
4,송산동,2,외국어학원,306955382.0,286000632.0,245994925.0,367988745.0,367997235.0,139948911.0
4,송산동,2,일반 교과학원,3973516797.0,4013879356.0,5634995909.0,4864489702.0,4862578566.0,1601998745.0
4,송산동,2,일반의원,3306196668.0,3613930886.0,3369966046.0,4797370021.0,4797344631.0,923528067.0
4,송산동,2,자동차 세차업,1692404821.0,2332172370.0,2375764516.0,1898300091.0,1897660319.0,577116588.0
4,송산동,2,자동차 전문 수리업,12181853053.0,12043988759.0,14755715953.0,11549296960.0,11550914178.0,2571563447.0
4,송산동,2,체력 단련시설 운영업,180008188.0,180990057.0,279028301.0,464947991.0,465026642.0,348843462.0
4,송산동,2,치과의원,425983700.0,771978997.0,778047165.0,2356685257.0,2356926645.0,582309448.0
4,송산동,2,컴퓨터 게임방 운영업,356002245.0,373015784.0,168003249.0,263019999.0,262997371.0,20616527.0
4,송산동,2,피부 미용업,338945978.0,265946206.0,305045683.0,286969501.0,286930079.0,74259919.0
4,송산동,2,한의원,1174441339.0,1258272836.0,1283658294.0,1840459153.0,1839477078.0,557147406.0
4,송산동,3,기타 주점업,972016791.0,1125847138.0,1410771479.0,2833420930.0,2833494828.0,369402214.0
4,송산동,3,김밥 및 기타 간이 음식점업,1739875502.0,2004806388.0,2674054045.0,3508479354.0,3509276469.0,1138252922.0
4,송산동,3,서양식 음식점업,538001563.0,478004813.0,364998156.0,656007568.0,656007260.0,148931050.0
4,송산동,3,일식 음식점업,811904107.0,685941055.0,890962826.0,1048905071.0,1048866200.0,232270268.0
4,송산동,3,제과점업,1427128666.0,1999830334.0,1193854492.0,1073005286.0,1072987798.0,311034643.0
4,송산동,3,중식 음식점업,3542621768.0,3110002595.0,4005184386.0,5111984317.0,5113389149.0,1133482230.0
4,송산동,3,한식 일반 음식점업,19711717901.0,20351457451.0,18489744884.0,22277078255.0,22277694974.0,5071783807.0
4,송산면,1,가구 소매업,266891792.0,130019677.0,3096286.0,96338016.0,111508814.0,26134230.0
4,송산면,1,가전제품 소매업,277007484.0,376003184.0,1602541873.0,1032343708.0,1031794127.0,217451251.0
4,송산면,1,가정용 직물제품 소매업,99996200.0,104027036.0,55002655.0,53998098.0,53999126.0,7639095.0
4,송산면,1,건강 보조식품 소매업,8000029.0,7999922.0,7999948.0,308684753.0,460259443.0,60406984.0
4,송산면,1,"게임용구, 인형 및 장난감 소매업",1152070558.0,477676164.0,634144771.0,431965411.0,21632558.0,3840327.0
4,송산면,1,"곡물, 곡분 및 가축 사료 소매업",,,,,1031750.0,
4,송산면,1,그 외 기타 분류 안된 가정용품 소매업,92202536.0,102860882.0,83091093.0,101722881.0,135117186.0,24649155.0
4,송산면,1,기타 식료품 소매업,968990006.0,1664897678.0,1665920387.0,2836276408.0,2836016503.0,588863451.0
4,송산면,1,기타 음ㆍ식료품 위주 종합 소매업,972811907.0,661939738.0,884778816.0,1065044794.0,1064990820.0,292386066.0
4,송산면,1,기타 의복 소매업,17814029.0,49224834.0,8000311.0,199463114.0,163005474.0,63682130.0
4,송산면,1,남자용 겉옷 소매업,9471031.0,17910673.0,19434079.0,18523437.0,11892639.0,1484512.0
4,송산면,1,문구용품 및 회화용품 소매업,14999317.0,14000326.0,7999082.0,6001136.0,5998987.0,1554294.0
4,송산면,1,"서적, 신문 및 잡지류 소매업",15003289.0,4182710.0,5884201.0,,2155180.0,
4,송산면,1,"섬유 원단, 실 및 기타 섬유제품 소매업",782084.0,598429.0,7098959.0,2057407.0,2912961.0,106789.0
4,송산면,1,속옷 및 잠옷 소매업,229050585.0,224023858.0,158947444.0,135037345.0,134971889.0,19284668.0
4,송산면,1,슈퍼마켓,4202056676.0,4525932355.0,1107957875.0,1107473726.0,1494420833.0,369179888.0
4,송산면,1,시계 및 귀금속 소매업,115995246.0,112015707.0,101001424.0,84004632.0,84008190.0,11512714.0
4,송산면,1,신발 소매업,77004245.0,48993351.0,51010107.0,44008261.0,43997786.0,9964043.0
4,송산면,1,안경 및 렌즈 소매업,96012949.0,79007378.0,85010866.0,163468892.0,130350641.0,48475842.0
4,송산면,1,애완용 동물 및 관련용품 소매업,299397486.0,294235857.0,9999919.0,178979275.0,178991158.0,66725935.0
4,송산면,1,운동 및 경기용품 소매업,85999428.0,50000354.0,104740298.0,140638484.0,141546145.0,15266877.0
4,송산면,1,육류 소매업,2709048304.0,2594819759.0,3022361009.0,1985134055.0,1984856041.0,666853297.0
4,송산면,1,의약품 및 의료용품 소매업,4093937016.0,3977809477.0,3629750498.0,2678858355.0,2678519934.0,1158446854.0
4,송산면,1,자전거 및 기타 운송장비 소매업,,53581180.0,10228802.0,748059.0,192604.0,
4,송산면,1,전기용품 및 조명장치 소매업,1770942439.0,1780207201.0,1612033070.0,1276700745.0,1276988287.0,330242399.0
4,송산면,1,"주방용품 및 가정용 유리, 요업제품 소매업",220000790.0,162995707.0,247025210.0,84997637.0,84999337.0,24108190.0
4,송산면,1,철물 및 난방용구 소매업,2869585851.0,2893600900.0,3186204312.0,2437569902.0,2438585795.0,659160594.0
4,송산면,1,체인화 편의점,6002411082.0,7597952623.0,8399422098.0,8909356324.0,8910122912.0,2713273507.0
4,송산면,1,"컴퓨터 및 주변장치, 소프트웨어 소매업",126969562.0,135957096.0,143035452.0,126003985.0,126021443.0,12788132.0
4,송산면,1,통신기기 소매업,412177762.0,361825081.0,445933389.0,392332754.0,531820000.0,277483509.0
4,송산면,1,"페인트, 창호 및 기타 건설자재 소매업",760535988.0,787054950.0,821056218.0,972766657.0,859013704.0,225428755.0
4,송산면,1,"화장품, 비누 및 방향제 소매업",62995244.0,598981489.0,723350723.0,282157590.0,281987380.0,41237812.0
4,송산면,1,화초 및 식물 소매업,213035075.0,233039541.0,250989081.0,330888454.0,330999918.0,70238175.0
4,송산면,2,가전제품 수리업,252138790.0,299091284.0,308986444.0,135991971.0,135994067.0,7768700.0
4,송산면,2,가정용 세탁업,45011971.0,47992277.0,64984731.0,75956679.0,75971514.0,52246829.0
4,송산면,2,골프 연습장 운영업,549859022.0,506959782.0,460908299.0,344943822.0,344982410.0,96961412.0
4,송산면,2,기타 교습학원,3312277.0,9755602.0,6958479.0,10623026.0,16408838.0,1587189.0
4,송산면,2,기타 미용업,11180563.0,46290086.0,24000160.0,73987241.0,59053802.0,5640154.0
4,송산면,2,기타 예술학원,2535468.0,3991665.0,6532655.0,3782153.0,3841030.0,2101674.0
4,송산면,2,노래 연습장 운영업,1538931532.0,1573116484.0,1677204156.0,1062120396.0,1062020056.0,276538116.0
4,송산면,2,당구장 운영업,73020682.0,68005814.0,98978095.0,101980500.0,101986485.0,39386550.0
4,송산면,2,두발 미용업,366968508.0,420006184.0,571992572.0,1125558831.0,1126125164.0,288140968.0
4,송산면,2,여관업,782989311.0,657914853.0,734883367.0,377982156.0,377986163.0,129255758.0
4,송산면,2,외국어학원,20414898.0,13998073.0,643209.0,3999886.0,3999952.0,3505723.0
4,송산면,2,일반 교과학원,558870569.0,539765955.0,601242430.0,718572073.0,718336015.0,249245646.0
4,송산면,2,일반의원,925913138.0,900028063.0,1128952851.0,795937580.0,796024599.0,211682140.0
4,송산면,2,자동차 세차업,68981982.0,125997375.0,130968065.0,198959450.0,198975386.0,52754825.0
4,송산면,2,자동차 전문 수리업,1778768842.0,1565077539.0,1855091664.0,2178906778.0,2178981499.0,644526107.0
4,송산면,2,체력 단련시설 운영업,51995645.0,75975476.0,80013213.0,24996807.0,24999620.0,18856695.0
4,송산면,2,치과의원,879621588.0,894304914.0,973233575.0,601071524.0,601006686.0,803237353.0
4,송산면,2,컴퓨터 게임방 운영업,385350503.0,143016977.0,139996168.0,78996628.0,79000539.0,22606498.0
4,송산면,2,피부 미용업,29002317.0,1999985.0,1999954.0,37960992.0,43752462.0,11729223.0
4,송산면,2,한의원,403014471.0,1041022319.0,1481109702.0,1298428506.0,1298374793.0,440306054.0
4,송산면,3,기타 주점업,667096538.0,606066939.0,650979040.0,1347961570.0,1348098605.0,228130345.0
4,송산면,3,김밥 및 기타 간이 음식점업,603969129.0,721041193.0,963060355.0,1525798232.0,1526006758.0,444645240.0
4,송산면,3,서양식 음식점업,120757852.0,147315548.0,65765989.0,453022014.0,453016481.0,137332661.0
4,송산면,3,일식 음식점업,712022280.0,748188417.0,39896420.0,708932993.0,708974927.0,158602333.0
4,송산면,3,제과점업,1068979409.0,1038833322.0,1093197208.0,1569322543.0,1568888964.0,437645817.0
4,송산면,3,중식 음식점업,827958470.0,1302845543.0,1083053883.0,772014247.0,771981631.0,246808077.0
4,송산면,3,한식 일반 음식점업,11918502186.0,13409986672.0,14126075986.0,13809522372.0,13810838053.0,3240052524.0
4,송정동,1,가구 소매업,184017663.0,147994881.0,160973288.0,8574557.0,221689542.0,21320885.0
4,송정동,1,가전제품 소매업,381983838.0,438979018.0,291009046.0,291992878.0,292003578.0,75324477.0
4,송정동,1,가정용 직물제품 소매업,90140427.0,36097312.0,91316382.0,3508910.0,3117126.0,
4,송정동,1,건강 보조식품 소매업,519958820.0,522964244.0,601897641.0,39999954.0,40000060.0,10616265.0
4,송정동,1,"게임용구, 인형 및 장난감 소매업",,,,,23768885.0,
4,송정동,1,"곡물, 곡분 및 가축 사료 소매업",13350545.0,1705960.0,48851973.0,30011438.0,30011433.0,4545602.0
4,송정동,1,그 외 기타 분류 안된 가정용품 소매업,20999825.0,10146339.0,20999663.0,77003621.0,77003485.0,55780822.0
4,송정동,1,기타 식료품 소매업,22151010.0,34758275.0,29753414.0,187994241.0,188003624.0,96129557.0
4,송정동,1,기타 음ㆍ식료품 위주 종합 소매업,1969643290.0,1845202853.0,3403481683.0,2192103771.0,1523986851.0,324858787.0
4,송정동,1,기타 의복 소매업,86002373.0,380960488.0,279872884.0,1080952317.0,1080838520.0,285770742.0
4,송정동,1,남자용 겉옷 소매업,114048420.0,77998387.0,155997324.0,192999257.0,192993683.0,78487031.0
4,송정동,1,문구용품 및 회화용품 소매업,198007197.0,465056081.0,397024738.0,31400918.0,33976933.0,5919193.0
4,송정동,1,"서적, 신문 및 잡지류 소매업",19999741.0,14999985.0,105992521.0,274931407.0,312646186.0,57522300.0
4,송정동,1,"섬유 원단, 실 및 기타 섬유제품 소매업",18999060.0,29996961.0,29997676.0,31998943.0,31999824.0,9232181.0
4,송정동,1,속옷 및 잠옷 소매업,340073997.0,28999593.0,545876631.0,313034894.0,312978718.0,10082876.0
4,송정동,1,슈퍼마켓,2134027436.0,2355964312.0,2234037357.0,705010458.0,688087473.0,156140233.0
4,송정동,1,시계 및 귀금속 소매업,46006287.0,53000481.0,43000081.0,43000714.0,42998724.0,5456908.0
4,송정동,1,신발 소매업,155498224.0,70015138.0,21152274.0,98886647.0,99115811.0,3225106.0
4,송정동,1,안경 및 렌즈 소매업,14911579.0,70748976.0,69000605.0,239909897.0,239994988.0,44943137.0
4,송정동,1,애완용 동물 및 관련용품 소매업,873440693.0,912426721.0,811148520.0,750983371.0,751802875.0,391020991.0
4,송정동,1,운동 및 경기용품 소매업,1280926606.0,1186104605.0,1211935827.0,1420097300.0,1420090260.0,329177057.0
4,송정동,1,육류 소매업,2592596134.0,3121308670.0,3077127197.0,2792538377.0,2791866767.0,1098067275.0
4,송정동,1,의약품 및 의료용품 소매업,433991551.0,483004026.0,487011854.0,3166434251.0,3166559606.0,701801072.0
4,송정동,1,자전거 및 기타 운송장비 소매업,70918717.0,,,,,
4,송정동,1,전기용품 및 조명장치 소매업,358294868.0,482311474.0,389756416.0,432936985.0,444676393.0,105310655.0
4,송정동,1,"주방용품 및 가정용 유리, 요업제품 소매업",362011364.0,468964882.0,326973660.0,746948297.0,746825856.0,206728452.0
4,송정동,1,철물 및 난방용구 소매업,855048890.0,897810569.0,903919390.0,321007958.0,321005777.0,76022946.0
4,송정동,1,체인화 편의점,6591958803.0,7820768021.0,7716156264.0,5200541352.0,5202007579.0,1391148472.0
4,송정동,1,"컴퓨터 및 주변장치, 소프트웨어 소매업",160996782.0,216987325.0,156005765.0,270992436.0,270979772.0,102703234.0
4,송정동,1,통신기기 소매업,28606744.0,138221279.0,17918454.0,22919477.0,15577376.0,5991114.0
