※ 매년 말일자 통계 현황,,,,,,,,,,,,,,,,,,,
,,2018년,,,,,,2019년,,,,,,2020년,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
1114060500,서울특별시 중구 을지로동,"1,716","1,269",          1.35,"1,051",665,          1.58,"1,802","1,339",          1.35,"1,103",699,          1.58,"1,816","1,373",          1.32,"1,096",720,          1.52
1114061500,서울특별시 중구 신당동,"7,716","4,430",          1.74,"3,865","3,851",          1.00,"7,526","4,419",          1.70,"3,761","3,765",          1.00,"7,692","4,629",          1.66,"3,849","3,843",          1.00
1114062500,서울특별시 중구 다산동,"14,600","6,922",          2.11,"7,097","7,503",          0.95,"14,526","6,961",          2.09,"7,072","7,454",          0.95,"14,243","6,965",          2.04,"6,907","7,336",          0.94
1114063500,서울특별시 중구 약수동,"17,756","7,768",          2.29,"8,389","9,367",          0.90,"17,525","7,803",          2.25,"8,260","9,265",          0.89,"17,128","7,809",          2.19,"8,066","9,062",          0.89
1114064500,서울특별시 중구 청구동,"14,652","6,448",          2.27,"6,949","7,703",          0.90,"14,297","6,377",          2.24,"6,791","7,506",          0.90,"14,056","6,413",          2.19,"6,668","7,388",          0.90
1114065000,서울특별시 중구 신당제5동,"9,358","4,500",          2.08,"4,648","4,710",          0.99,"10,554","5,291",          1.99,"5,173","5,381",          0.96,"10,527","5,392",          1.95,"5,122","5,405",          0.95
1114066500,서울특별시 중구 동화동,"11,043","4,228",          2.61,"5,317","5,726",          0.93,"10,830","4,153",          2.61,"5,210","5,620",          0.93,"10,656","4,172",          2.55,"5,143","5,513",          0.93
1114067000,서울특별시 중구 황학동,"12,373","6,525",          1.90,"6,061","6,312",          0.96,"12,650","6,832",          1.85,"6,097","6,553",          0.93,"12,583","6,927",          1.82,"6,004","6,579",          0.91
1114068000,서울특별시 중구 중림동,"12,648","5,808",          2.18,"6,336","6,312",          1.00,"12,622","5,833",          2.16,"6,314","6,308",          1.00,"12,498","5,843",          2.14,"6,232","6,266",          0.99
1117000000,서울특별시 용산구 ,"228,999","108,974",          2.10,"110,640","118,359",          0.93,"228,670","110,126",          2.08,"110,356","118,314",          0.93,"230,040","113,093",          2.03,"110,722","119,318",          0.93
1117051000,서울특별시 용산구 후암동,"18,144","8,517",          2.13,"8,812","9,332",          0.94,"17,896","8,576",          2.09,"8,704","9,192",          0.95,"17,696","8,710",          2.03,"8,591","9,105",          0.94
1117052000,서울특별시 용산구 용산2가동,"10,689","5,512",          1.94,"5,176","5,513",          0.94,"10,402","5,421",          1.92,"5,036","5,366",          0.94,"9,972","5,407",          1.84,"4,798","5,174",          0.93
1117053000,서울특별시 용산구 남영동,"7,821","5,431",          1.44,"4,807","3,014",          1.59,"7,771","5,411",          1.44,"4,746","3,025",          1.57,"7,623","5,385",          1.42,"4,641","2,982",          1.56
1117055500,서울특별시 용산구 청파동,"20,105","10,562",          1.90,"9,595","10,510",          0.91,"19,831","10,730",          1.85,"9,399","10,432",          0.90,"19,829","11,110",          1.78,"9,325","10,504",          0.89
1117056000,서울특별시 용산구 원효로제1동,"15,421","7,391",          2.09,"7,459","7,962",          0.94,"15,991","7,848",          2.04,"7,728","8,263",          0.94,"16,089","8,039",          2.00,"7,748","8,341",          0.93
1117057000,서울특별시 용산구 원효로제2동,"14,912","6,034",          2.47,"7,008","7,904",          0.89,"14,562","6,006",          2.42,"6,857","7,705",          0.89,"14,202","6,042",          2.35,"6,677","7,525",          0.89
1117058000,서울특별시 용산구 효창동,"8,944","3,728",          2.40,"4,265","4,679",          0.91,"10,178","4,270",          2.38,"4,859","5,319",          0.91,"10,205","4,381",          2.33,"4,834","5,371",          0.90
1117059000,서울특별시 용산구 용문동,"12,625","5,371",          2.35,"6,078","6,547",          0.93,"12,444","5,364",          2.32,"5,960","6,484",          0.92,"12,327","5,448",          2.26,"5,879","6,448",          0.91
1117062500,서울특별시 용산구 한강로동,"17,667","9,518",          1.86,"8,576","9,091",          0.94,"17,990","9,772",          1.84,"8,683","9,307",          0.93,"20,444","10,875",          1.88,"9,858","10,586",          0.93
1117063000,서울특별시 용산구 이촌제1동,"28,302","10,253",          2.76,"13,203","15,099",          0.87,"28,342","10,267",          2.76,"13,275","15,067",          0.88,"28,139","10,337",          2.72,"13,152","14,987",          0.88
1117064000,서울특별시 용산구 이촌제2동,"8,990","3,862",          2.33,"4,242","4,748",          0.89,"8,900","3,855",          2.31,"4,205","4,695",          0.90,"8,727","3,851",          2.27,"4,101","4,626",          0.89
1117065000,서울특별시 용산구 이태원제1동,"7,042","3,842",          1.83,"3,329","3,713",          0.90,"6,861","3,761",          1.82,"3,233","3,628",          0.89,"6,923","3,934",          1.76,"3,290","3,633",          0.91
1117066000,서울특별시 용산구 이태원제2동,"9,463","4,947",          1.91,"4,388","5,075",          0.86,"9,254","4,875",          1.90,"4,287","4,967",          0.86,"9,285","5,035",          1.84,"4,276","5,009",          0.85
1117068500,서울특별시 용산구 한남동,"20,514","10,977",          1.87,"9,928","10,586",          0.94,"20,634","11,102",          1.86,"9,960","10,674",          0.93,"21,176","11,428",          1.85,"10,185","10,991",          0.93
1117069000,서울특별시 용산구 서빙고동,"13,502","5,309",          2.54,"6,504","6,998",          0.93,"13,329","5,269",          2.53,"6,415","6,914",          0.93,"13,187","5,324",          2.48,"6,328","6,859",          0.92
1117070000,서울특별시 용산구 보광동,"14,858","7,720",          1.92,"7,270","7,588",          0.96,"14,285","7,599",          1.88,"7,009","7,276",          0.96,"14,216","7,787",          1.83,"7,039","7,177",          0.98
1120000000,서울특별시 성동구 ,"308,221","137,209",          2.25,"151,359","156,862",          0.96,"300,889","135,838",          2.22,"147,273","153,616",          0.96,"293,556","135,870",          2.16,"143,387","150,169",          0.95
1120052000,서울특별시 성동구 왕십리제2동,"17,748","7,688",          2.31,"8,653","9,095",          0.95,"17,330","7,587",          2.28,"8,435","8,895",          0.95,"17,085","7,634",          2.24,"8,309","8,776",          0.95
1120053500,서울특별시 성동구 왕십리도선동,"27,345","11,654",          2.35,"13,077","14,268",          0.92,"27,270","11,770",          2.32,"13,024","14,246",          0.91,"27,081","12,033",          2.25,"12,914","14,167",          0.91
1120054000,서울특별시 성동구 마장동,"23,446","10,687",          2.19,"11,570","11,876",          0.97,"23,304","10,856",          2.15,"11,484","11,820",          0.97,"22,785","10,922",          2.09,"11,244","11,541",          0.97
1120055000,서울특별시 성동구 사근동,"11,624","7,147",          1.63,"6,002","5,622",          1.07,"11,702","7,435",          1.57,"6,011","5,691",          1.06,"11,932","7,805",          1.53,"6,099","5,833",          1.05
1120056000,서울특별시 성동구 행당제1동,"16,238","7,321",          2.22,"7,919","8,319",          0.95,"15,993","7,270",          2.20,"7,764","8,229",          0.94,"14,077","6,459",          2.18,"6,794","7,283",          0.93
1120057000,서울특별시 성동구 행당제2동,"24,986","9,514",          2.63,"11,801","13,185",          0.90,"24,554","9,454",          2.60,"11,544","13,010",          0.89,"24,063","9,482",          2.54,"11,289","12,774",          0.88
1120058000,서울특별시 성동구 응봉동,"16,340","6,220",          2.63,"7,734","8,606",          0.90,"16,120","6,171",          2.61,"7,649","8,471",          0.90,"15,764","6,135",          2.57,"7,479","8,285",          0.90
1120059000,서울특별시 성동구 금호1가동,"16,087","6,620",          2.43,"7,725","8,362",          0.92,"15,853","6,630",          2.39,"7,589","8,264",          0.92,"15,711","6,720",          2.34,"7,516","8,195",          0.92
1120061500,서울특별시 성동구 금호2.3가동,"24,271","10,373",          2.34,"11,602","12,669",          0.92,"23,964","10,334",          2.32,"11,408","12,556",          0.91,"23,409","10,324",          2.27,"11,157","12,252",          0.91
1120062000,서울특별시 성동구 금호4가동,"15,345","6,542",          2.35,"7,361","7,984",          0.92,"15,078","6,461",          2.33,"7,233","7,845",          0.92,"14,704","6,463",          2.28,"7,032","7,672",          0.92
1120064500,서울특별시 성동구 옥수동,"27,245","10,970",          2.48,"12,751","14,494",          0.88,"26,946","11,015",          2.45,"12,595","14,351",          0.88,"26,661","11,093",          2.40,"12,417","14,244",          0.87
1120065000,서울특별시 성동구 성수1가제1동,"17,242","7,648",          2.25,"8,646","8,596",          1.01,"16,831","7,591",          2.22,"8,421","8,410",          1.00,"16,553","7,667",          2.16,"8,284","8,269",          1.00
1120066000,서울특별시 성동구 성수1가제2동,"15,332","7,211",          2.13,"7,666","7,666",          1.00,"14,338","6,800",          2.11,"7,132","7,206",          0.99,"13,452","6,524",          2.06,"6,608","6,844",          0.97
1120067000,서울특별시 성동구 성수2가제1동,"17,580","8,603",          2.04,"9,152","8,428",          1.09,"17,072","8,493",          2.01,"8,906","8,166",          1.09,"16,589","8,454",          1.96,"8,682","7,907",          1.10
1120069000,서울특별시 성동구 성수2가제3동,"11,556","5,697",          2.03,"5,973","5,583",          1.07,"11,342","5,675",          2.00,"5,785","5,557",          1.04,"11,177","5,712",          1.96,"5,672","5,505",          1.03
1120072000,서울특별시 성동구 송정동,"11,267","5,555",          2.03,"6,006","5,261",          1.14,"10,960","5,506",          1.99,"5,797","5,163",          1.12,"10,725","5,574",          1.92,"5,664","5,061",          1.12
1120079000,서울특별시 성동구 용답동,"14,569","7,759",          1.88,"7,721","6,848",          1.13,"12,232","6,790",          1.80,"6,496","5,736",          1.13,"11,788","6,869",          1.72,"6,227","5,561",          1.12
1121500000,서울특별시 광진구 ,"355,559","162,606",          2.19,"172,794","182,765",          0.95,"351,350","164,428",          2.14,"170,262","181,088",          0.94,"346,682","167,427",          2.07,"167,310","179,372",          0.93
1121571000,서울특별시 광진구 화양동,"21,441","15,346",          1.40,"10,268","11,173",          0.92,"22,057","16,154",          1.37,"10,496","11,561",          0.91,"22,658","17,061",          1.33,"10,734","11,924",          0.90
1121573000,서울특별시 광진구 군자동,"19,935","10,354",          1.93,"9,824","10,111",          0.97,"19,866","10,698",          1.86,"9,815","10,051",          0.98,"19,930","11,166",          1.78,"9,841","10,089",          0.98
1121574000,서울특별시 광진구 중곡제1동,"16,043","7,944",          2.02,"7,900","8,143",          0.97,"15,832","8,035",          1.97,"7,755","8,077",          0.96,"15,792","8,338",          1.89,"7,686","8,106",          0.95
1121575000,서울특별시 광진구 중곡제2동,"22,327","10,241",          2.18,"10,785","11,542",          0.93,"22,225","10,477",          2.12,"10,645","11,580",          0.92,"21,943","10,621",          2.07,"10,394","11,549",          0.90
1121576000,서울특별시 광진구 중곡제3동,"17,604","8,484",          2.07,"8,766","8,838",          0.99,"17,062","8,461",          2.02,"8,469","8,593",          0.99,"16,683","8,572",          1.95,"8,281","8,402",          0.99
1121577000,서울특별시 광진구 중곡제4동,"30,782","13,186",          2.33,"15,185","15,597",          0.97,"30,115","13,239",          2.27,"14,852","15,263",          0.97,"29,387","13,264",          2.22,"14,401","14,986",          0.96
1121578000,서울특별시 광진구 능동,"11,558","6,157",          1.88,"5,355","6,203",          0.86,"11,595","6,335",          1.83,"5,348","6,247",          0.86,"11,610","6,511",          1.78,"5,329","6,281",          0.85
1121581000,서울특별시 광진구 광장동,"36,139","12,016",          3.01,"17,528","18,611",          0.94,"35,893","12,008",          2.99,"17,351","18,542",          0.94,"35,440","12,073",          2.94,"17,122","18,318",          0.93
1121582000,서울특별시 광진구 자양제1동,"23,295","11,369",          2.05,"11,252","12,043",          0.93,"23,045","11,510",          2.00,"11,124","11,921",          0.93,"22,790","11,869",          1.92,"10,950","11,840",          0.92
1121583000,서울특별시 광진구 자양제2동,"27,038","11,292",          2.39,"13,293","13,745",          0.97,"26,460","11,233",          2.36,"12,971","13,489",          0.96,"25,641","11,217",          2.29,"12,496","13,145",          0.95
1121584000,서울특별시 광진구 자양제3동,"29,811","11,053",          2.70,"14,371","15,440",          0.93,"29,190","11,049",          2.64,"14,048","15,142",          0.93,"28,687","11,178",          2.57,"13,771","14,916",          0.92
1121584700,서울특별시 광진구 자양제4동,"19,360","9,957",          1.94,"9,723","9,637",          1.01,"18,454","9,605",          1.92,"9,264","9,190",          1.01,"17,810","9,540",          1.87,"8,877","8,933",          0.99
1121585000,서울특별시 광진구 구의제1동,"22,517","11,590",          1.94,"10,773","11,744",          0.92,"22,319","11,830",          1.89,"10,677","11,642",          0.92,"22,040","12,122",          1.82,"10,528","11,512",          0.91
1121586000,서울특별시 광진구 구의제2동,"27,558","11,442",          2.41,"13,399","14,159",          0.95,"27,444","11,649",          2.36,"13,239","14,205",          0.93,"26,954","11,693",          2.31,"12,961","13,993",          0.93
1121587000,서울특별시 광진구 구의제3동,"30,151","12,175",          2.48,"14,372","15,779",          0.91,"29,793","12,145",          2.45,"14,208","15,585",          0.91,"29,317","12,202",          2.40,"13,939","15,378",          0.91
1123000000,서울특별시 동대문구 ,"348,052","161,820",          2.15,"173,567","174,485",          0.99,"346,194","164,191",          2.11,"172,113","174,081",          0.99,"342,837","167,598",          2.05,"169,769","173,068",          0.98
1123053600,서울특별시 동대문구 용신동,"30,452","16,521",          1.84,"15,670","14,782",          1.06,"30,608","17,256",          1.77,"15,717","14,891",          1.06,"31,190","18,442",          1.69,"15,822","15,368",          1.03
1123054500,서울특별시 동대문구 제기동,"25,099","12,828",          1.96,"12,849","12,250",          1.05,"24,934","12,988",          1.92,"12,774","12,160",          1.05,"24,994","13,340",          1.87,"12,826","12,168",          1.05
1123056000,서울특별시 동대문구 전농제1동,"30,459","14,640",          2.08,"15,366","15,093",          1.02,"30,538","15,017",          2.03,"15,365","15,173",          1.01,"30,204","15,234",          1.98,"15,170","15,034",          1.01
1123057000,서울특별시 동대문구 전농제2동,"19,946","7,736",          2.58,"9,598","10,348",          0.93,"19,500","7,735",          2.52,"9,336","10,164",          0.92,"19,181","7,803",          2.46,"9,228","9,953",          0.93
1123060000,서울특별시 동대문구 답십리제1동,"29,048","12,361",          2.35,"14,227","14,821",          0.96,"29,352","12,682",          2.31,"14,265","15,087",          0.95,"29,099","12,913",          2.25,"14,092","15,007",          0.94
1123061000,서울특별시 동대문구 답십리제2동,"28,670","12,000",          2.39,"14,059","14,611",          0.96,"30,158","12,948",          2.33,"14,733","15,425",          0.96,"29,209","12,852",          2.27,"14,181","15,028",          0.94
1123065000,서울특별시 동대문구 장안제1동,"38,588","17,227",          2.24,"19,357","19,231",          1.01,"38,503","17,569",          2.19,"19,226","19,277",          1.00,"38,710","18,269",          2.12,"19,238","19,472",          0.99
1123066000,서울특별시 동대문구 장안제2동,"31,368","12,854",          2.44,"15,763","15,605",          1.01,"32,724","13,573",          2.41,"16,382","16,342",          1.00,"33,039","14,039",          2.35,"16,525","16,514",          1.00
1123070500,서울특별시 동대문구 청량리동,"21,838","10,517",          2.08,"10,955","10,883",          1.01,"21,157","10,438",          2.03,"10,610","10,547",          1.01,"19,870","10,088",          1.97,"9,923","9,947",          1.00
1123071000,서울특별시 동대문구 회기동,"10,356","5,917",          1.75,"4,952","5,404",          0.92,"10,321","6,038",          1.71,"4,919","5,402",          0.91,"10,473","6,315",          1.66,"5,016","5,457",          0.92
1123072000,서울특별시 동대문구 휘경제1동,"12,932","6,850",          1.89,"6,468","6,464",          1.00,"14,542","7,516",          1.93,"7,228","7,314",          0.99,"13,631","7,202",          1.89,"6,590","7,041",          0.94
1123073000,서울특별시 동대문구 휘경제2동,"24,561","11,245",          2.18,"12,110","12,451",          0.97,"24,330","11,530",          2.11,"12,090","12,240",          0.99,"24,297","11,858",          2.05,"12,054","12,243",          0.98
1123074000,서울특별시 동대문구 이문제1동,"23,287","12,494",          1.86,"11,707","11,580",          1.01,"18,845","10,443",          1.80,"9,379","9,466",          0.99,"18,477","10,524",          1.76,"9,185","9,292",          0.99
1123075000,서울특별시 동대문구 이문제2동,"21,448","8,630",          2.49,"10,486","10,962",          0.96,"20,682","8,458",          2.45,"10,089","10,593",          0.95,"20,463","8,719",          2.35,"9,919","10,544",          0.94
1126000000,서울특별시 중랑구 ,"403,209","180,511",          2.23,"200,419","202,790",          0.99,"397,015","181,579",          2.19,"196,959","200,056",          0.98,"394,702","185,920",          2.12,"195,165","199,537",          0.98
1126052000,서울특별시 중랑구 면목제2동,"26,112","12,201",          2.14,"13,087","13,025",          1.00,"25,597","12,239",          2.09,"12,821","12,776",          1.00,"24,865","12,334",          2.02,"12,381","12,484",          0.99
1126054000,서울특별시 중랑구 면목제4동,"20,422","9,443",          2.16,"10,151","10,271",          0.99,"19,755","9,254",          2.13,"9,843","9,912",          0.99,"18,972","9,052",          2.10,"9,458","9,514",          0.99
1126055000,서울특별시 중랑구 면목제5동,"9,951","4,580",          2.17,"5,094","4,857",          1.05,"9,700","4,553",          2.13,"4,963","4,737",          1.05,"14,537","6,345",          2.29,"7,332","7,205",          1.02
1126056500,서울특별시 중랑구 면목본동,"35,747","17,461",          2.05,"17,800","17,947",          0.99,"35,341","17,631",          2.00,"17,576","17,765",          0.99,"34,622","17,897",          1.93,"17,189","17,433",          0.99
1126057000,서울특별시 중랑구 면목제7동,"21,960","10,121",          2.17,"10,930","11,030",          0.99,"21,872","10,191",          2.15,"10,923","10,949",          1.00,"22,386","10,718",          2.09,"11,223","11,163",          1.01
1126057500,서울특별시 중랑구 면목제3.8동,"26,663","12,571",          2.12,"13,406","13,257",          1.01,"26,141","12,535",          2.09,"13,052","13,089",          1.00,"25,576","12,793",          2.00,"12,710","12,866",          0.99
1126058000,서울특별시 중랑구 상봉제1동,"25,466","10,130",          2.51,"12,446","13,020",          0.96,"25,334","10,252",          2.47,"12,389","12,945",          0.96,"24,763","10,300",          2.40,"12,109","12,654",          0.96
1126059000,서울특별시 중랑구 상봉제2동,"18,921","10,229",          1.85,"9,313","9,608",          0.97,"19,511","11,061",          1.76,"9,539","9,972",          0.96,"19,899","11,716",          1.70,"9,691","10,208",          0.95
1126060000,서울특별시 중랑구 중화제1동,"20,848","8,890",          2.35,"10,295","10,553",          0.98,"20,726","9,011",          2.30,"10,207","10,519",          0.97,"20,224","9,122",          2.22,"9,905","10,319",          0.96
1126061000,서울특별시 중랑구 중화제2동,"28,044","14,361",          1.95,"14,464","13,580",          1.07,"26,720","14,069",          1.90,"13,784","12,936",          1.07,"25,578","13,893",          1.84,"13,138","12,440",          1.06
1126062000,서울특별시 중랑구 묵제1동,"36,069","14,480",          2.49,"17,648","18,421",          0.96,"35,836","14,594",          2.46,"17,449","18,387",          0.95,"35,399","14,974",          2.36,"17,145","18,254",          0.94
1126063000,서울특별시 중랑구 묵제2동,"20,111","9,169",          2.19,"9,928","10,183",          0.97,"19,664","9,176",          2.14,"9,684","9,980",          0.97,"19,428","9,340",          2.08,"9,565","9,863",          0.97
1126065500,서울특별시 중랑구 망우본동,"31,433","14,699",          2.14,"15,922","15,511",          1.03,"30,711","14,665",          2.09,"15,530","15,181",          1.02,"30,431","15,093",          2.02,"15,294","15,137",          1.01
1126066000,서울특별시 중랑구 망우제3동,"18,031","8,476",          2.13,"9,057","8,974",          1.01,"17,574","8,443",          2.08,"8,859","8,715",          1.02,"17,127","8,441",          2.03,"8,597","8,530",          1.01
1126068000,서울특별시 중랑구 신내1동,"41,126","14,701",          2.80,"20,161","20,965",          0.96,"40,717","14,852",          2.74,"19,893","20,824",          0.96,"39,681","14,818",          2.68,"19,317","20,364",          0.95
1126069000,서울특별시 중랑구 신내2동,"22,305","8,999",          2.48,"10,717","11,588",          0.92,"21,816","9,053",          2.41,"10,447","11,369",          0.92,"21,214","9,084",          2.34,"10,111","11,103",          0.91
1129000000,서울특별시 성북구 ,"435,868","186,601",          2.34,"211,904","223,964",          0.95,"442,650","192,592",          2.30,"214,437","228,213",          0.94,"437,153","195,396",          2.24,"210,810","226,343",          0.93
1129052500,서울특별시 성북구 성북동,"17,363","8,052",          2.16,"8,261","9,102",          0.91,"17,054","8,076",          2.11,"8,023","9,031",          0.89,"16,868","8,254",          2.04,"7,869","8,999",          0.87
1129055500,서울특별시 성북구 삼선동,"26,409","12,672",          2.08,"12,722","13,687",          0.93,"25,337","12,338",          2.05,"12,142","13,195",          0.92,"23,580","11,719",          2.01,"11,238","12,342",          0.91
1129057500,서울특별시 성북구 동선동,"15,539","8,856",          1.75,"6,679","8,860",          0.75,"15,425","9,057",          1.70,"6,512","8,913",          0.73,"15,610","9,366",          1.67,"6,549","9,061",          0.72
1129058000,서울특별시 성북구 돈암제1동,"16,296","6,386",          2.55,"7,631","8,665",          0.88,"15,818","6,261",          2.53,"7,405","8,413",          0.88,"15,292","6,240",          2.45,"7,148","8,144",          0.88
1129059000,서울특별시 성북구 돈암제2동,"25,172","8,580",          2.93,"12,011","13,161",          0.91,"24,928","8,617",          2.89,"11,931","12,997",          0.92,"24,589","8,731",          2.82,"11,691","12,898",          0.91
1129060000,서울특별시 성북구 안암동,"15,179","8,785",          1.73,"7,745","7,434",          1.04,"15,406","9,172",          1.68,"7,833","7,573",          1.03,"15,093","9,326",          1.62,"7,610","7,483",          1.02
1129061000,서울특별시 성북구 보문동,"16,725","7,941",          2.11,"8,114","8,611",          0.94,"16,281","7,925",          2.05,"7,881","8,400",          0.94,"15,768","7,841",          2.01,"7,616","8,152",          0.93
1129062000,서울특별시 성북구 정릉제1동,"18,058","7,055",          2.56,"8,696","9,362",          0.93,"18,941","7,466",          2.54,"9,192","9,749",          0.94,"18,677","7,498",          2.49,"9,008","9,669",          0.93
1129063000,서울특별시 성북구 정릉제2동,"24,026","9,640",          2.49,"11,763","12,263",          0.96,"23,549","9,639",          2.44,"11,501","12,048",          0.95,"23,501","9,883",          2.38,"11,371","12,130",          0.94
1129064000,서울특별시 성북구 정릉제3동,"15,869","7,617",          2.08,"7,960","7,909",          1.01,"15,635","7,728",          2.02,"7,781","7,854",          0.99,"15,541","8,022",          1.94,"7,693","7,848",          0.98
1129065000,서울특별시 성북구 정릉제4동,"26,817","11,010",          2.44,"13,049","13,768",          0.95,"26,391","10,991",          2.40,"12,807","13,584",          0.94,"25,609","10,993",          2.33,"12,380","13,229",          0.94
1129066000,서울특별시 성북구 길음제1동,"37,637","13,017",          2.89,"17,994","19,643",          0.92,"36,881","12,809",          2.88,"17,577","19,304",          0.91,"36,402","12,802",          2.84,"17,323","19,079",          0.91
1129068500,서울특별시 성북구 길음제2동,"11,643","4,949",          2.35,"5,669","5,974",          0.95,"16,486","6,829",          2.41,"8,011","8,475",          0.95,"17,051","7,126",          2.39,"8,252","8,799",          0.94
1129070500,서울특별시 성북구 종암동,"40,931","17,104",          2.39,"20,316","20,615",          0.99,"40,190","17,115",          2.35,"19,820","20,370",          0.97,"39,786","17,448",          2.28,"19,594","20,192",          0.97
1129071500,서울특별시 성북구 월곡제1동,"27,628","10,742",          2.57,"13,429","14,199",          0.95,"27,325","10,819",          2.53,"13,238","14,087",          0.94,"26,918","10,912",          2.47,"13,022","13,896",          0.94
1129072500,서울특별시 성북구 월곡제2동,"20,118","8,958",          2.25,"9,836","10,282",          0.96,"19,947","9,233",          2.16,"9,654","10,293",          0.94,"19,928","9,619",          2.07,"9,586","10,342",          0.93
1129076000,서울특별시 성북구 장위제1동,"21,020","9,041",          2.32,"10,383","10,637",          0.98,"20,388","8,972",          2.27,"10,002","10,386",          0.96,"20,268","9,190",          2.21,"9,872","10,396",          0.95
1129077000,서울특별시 성북구 장위제2동,"14,795","6,569",          2.25,"7,402","7,393",          1.00,"13,732","6,262",          2.19,"6,834","6,898",          0.99,"13,867","6,609",          2.10,"6,863","7,004",          0.98
1129078000,서울특별시 성북구 장위제3동,"11,490","4,785",          2.40,"5,772","5,718",          1.01,"17,366","7,106",          2.44,"8,671","8,695",          1.00,"17,200","7,094",          2.42,"8,510","8,690",          0.98
1129081000,서울특별시 성북구 석관동,"33,153","14,842",          2.23,"16,472","16,681",          0.99,"35,570","16,177",          2.20,"17,622","17,948",          0.98,"35,605","16,723",          2.13,"17,615","17,990",          0.98
1130500000,서울특별시 강북구 ,"319,164","143,395",          2.23,"156,071","163,093",          0.96,"313,954","144,277",          2.18,"153,235","160,719",          0.95,"308,055","145,896",          2.11,"150,143","157,912",          0.95
1130553400,서울특별시 강북구 삼양동,"26,379","11,748",          2.25,"13,128","13,251",          0.99,"25,345","11,489",          2.21,"12,614","12,731",          0.99,"24,555","11,384",          2.16,"12,239","12,316",          0.99
1130553500,서울특별시 강북구 미아동,"22,707","11,259",          2.02,"10,977","11,730",          0.94,"22,289","11,348",          1.96,"10,720","11,569",          0.93,"22,213","11,778",          1.89,"10,698","11,515",          0.93
1130554500,서울특별시 강북구 송중동,"28,967","13,007",          2.23,"13,959","15,008",          0.93,"30,549","13,850",          2.21,"14,765","15,784",          0.94,"30,353","14,076",          2.16,"14,596","15,757",          0.93
1130555500,서울특별시 강북구 송천동,"29,023","13,779",          2.11,"14,482","14,541",          1.00,"28,141","13,721",          2.05,"13,998","14,143",          0.99,"27,439","13,787",          1.99,"13,633","13,806",          0.99
1130557500,서울특별시 강북구 삼각산동,"33,387","11,877",          2.81,"16,082","17,305",          0.93,"32,767","11,751",          2.79,"15,767","17,000",          0.93,"31,993","11,741",          2.72,"15,393","16,600",          0.93
1130559000,서울특별시 강북구 번제1동,"19,572","10,188",          1.92,"9,776","9,796",          1.00,,,,,,,,,,,,
1130559500,서울특별시 강북구 번1동,0,0,          0.00,0,0,          0.00,"19,204","10,227",          1.88,"9,568","9,636",          0.99,"19,059","10,483",          1.82,"9,574","9,485",          1.01
1130560000,서울특별시 강북구 번제2동,"17,381","7,555",          2.30,"8,429","8,952",          0.94,,,,,,,,,,,,
1130560300,서울특별시 강북구 번2동,,,,,,,"16,967","7,634",          2.22,"8,263","8,704",          0.95,"16,435","7,663",          2.14,"7,976","8,459",          0.94
1130560600,서울특별시 강북구 번제3동,"18,889","7,618",          2.48,"8,966","9,923",          0.90,,,,,,,,,,,,
1130560800,서울특별시 강북구 번3동,,,,,,,"18,165","7,581",          2.40,"8,587","9,578",          0.90,"17,540","7,575",          2.32,"8,256","9,284",          0.89
1130561000,서울특별시 강북구 수유제1동,"22,065","10,335",          2.13,"10,931","11,134",          0.98,,,,,,,,,,,,
1130561500,서울특별시 강북구 수유1동,,,,,,,"21,568","10,360",          2.08,"10,686","10,882",          0.98,"21,219","10,455",          2.03,"10,511","10,708",          0.98
1130562000,서울특별시 강북구 수유제2동,"22,379","9,603",          2.33,"10,860","11,519",          0.94,,,,,,,,,,,,
1130562500,서울특별시 강북구 수유2동,,,,,,,"21,798","9,607",          2.27,"10,478","11,320",          0.93,"21,460","9,728",          2.21,"10,277","11,183",          0.92
1130563000,서울특별시 강북구 수유제3동,"23,863","12,399",          1.92,"11,888","11,975",          0.99,,,,,,,,,,,,
1130563500,서울특별시 강북구 수유3동,,,,,,,"23,684","12,676",          1.87,"11,821","11,863",          1.00,"23,531","13,011",          1.81,"11,654","11,877",          0.98
1130564500,서울특별시 강북구 우이동,"21,760","9,516",          2.29,"10,619","11,141",          0.95,"21,247","9,489",          2.24,"10,330","10,917",          0.95,"20,939","9,644",          2.17,"10,198","10,741",          0.95
1130566000,서울특별시 강북구 인수동,"32,792","14,511",          2.26,"15,974","16,818",          0.95,"32,230","14,544",          2.22,"15,638","16,592",          0.94,"31,319","14,571",          2.15,"15,138","16,181",          0.94
1132000000,서울특별시 도봉구 ,"339,413","138,087",          2.46,"166,160","173,253",          0.96,"333,362","138,508",          2.41,"163,051","170,311",          0.96,"325,257","139,114",          2.34,"158,620","166,637",          0.95
1132051100,서울특별시 도봉구 창제1동,"26,571","10,892",          2.44,"12,770","13,801",          0.93,"26,101","10,922",          2.39,"12,518","13,583",          0.92,"25,241","10,880",          2.32,"12,032","13,209",          0.91
